time_id,rows,symbols
378,50382,39
379,50382,39
380,50382,39
381,50382,39
382,50382,39
383,50382,39
384,50382,39
385,50382,39
386,50382,39
387,50382,39
388,50382,39
389,50382,39
390,50382,39
391,50382,39
392,50382,39
393,50382,39
394,50382,39
395,50382,39
396,50382,39
397,50382,39
398,50382,39
399,50382,39
400,50382,39
401,50382,39
402,50382,39
403,50382,39
404,50382,39
405,50382,39
406,50382,39
407,50382,39
408,50382,39
409,50382,39
410,50382,39
411,50382,39
412,50382,39
413,50382,39
414,50382,39
415,50382,39
416,50382,39
417,50382,39
418,50382,39
419,50382,39
420,50382,39
421,50382,39
422,50382,39
423,50382,39
424,50382,39
425,50382,39
426,50382,39
427,50382,39
428,50382,39
429,50382,39
430,50382,39
431,50382,39
432,50382,39
433,50382,39
434,50382,39
435,50382,39
436,50382,39
437,50382,39
438,50382,39
439,50382,39
440,50382,39
441,50382,39
442,50382,39
443,50382,39
444,50382,39
445,50382,39
446,50382,39
447,50382,39
448,50382,39
449,50382,39
450,50382,39
451,50382,39
452,50382,39
453,50382,39
454,50382,39
455,50382,39
456,50382,39
457,50382,39
458,50382,39
459,50382,39
460,50382,39
461,50382,39
462,50382,39
463,50382,39
464,50382,39
465,50382,39
466,50382,39
467,50382,39
468,50382,39
469,50382,39
470,50382,39
471,50382,39
472,50382,39
473,50382,39
474,50382,39
475,50382,39
476,50382,39
477,50382,39
478,50382,39
479,50382,39
480,50382,39
481,50382,39
482,50382,39
483,50382,39
484,50382,39
485,50382,39
486,50382,39
487,50382,39
488,50382,39
489,50382,39
490,50382,39
491,50382,39
492,50382,39
493,50382,39
494,50382,39
495,50382,39
496,50382,39
497,50382,39
498,50382,39
499,50382,39
500,50382,39
501,50382,39
502,50382,39
503,50382,39
504,50382,39
505,50382,39
506,50382,39
507,50382,39
508,50382,39
509,50382,39
510,50382,39
511,50382,39
512,50382,39
513,50382,39
514,50382,39
515,50382,39
516,50382,39
517,50382,39
518,50382,39
519,50382,39
520,50382,39
521,50382,39
522,50382,39
523,50382,39
524,50382,39
525,50382,39
526,50382,39
527,50382,39
528,50382,39
529,50382,39
530,50382,39
531,50382,39
532,50382,39
533,50382,39
534,50382,39
535,50382,39
536,50382,39
537,50382,39
538,50382,39
539,50382,39
540,50382,39
541,50382,39
542,50382,39
543,50382,39
544,50382,39
545,50382,39
546,50382,39
547,50382,39
548,50382,39
549,50382,39
550,50382,39
551,50382,39
552,50382,39
553,50382,39
554,50382,39
555,50382,39
556,50382,39
557,50382,39
558,50382,39
559,50382,39
560,50382,39
561,50382,39
562,50382,39
563,50382,39
564,50382,39
565,50382,39
566,50382,39
567,50382,39
568,50382,39
569,50382,39
570,50382,39
571,50382,39
572,50382,39
573,50382,39
574,50382,39
575,50382,39
576,50382,39
577,50382,39
578,50382,39
579,50382,39
580,50382,39
581,50382,39
582,50382,39
583,50382,39
584,50382,39
585,50382,39
586,50382,39
587,50382,39
588,50382,39
589,50382,39
590,50382,39
591,50382,39
592,50382,39
593,50382,39
594,50382,39
595,50382,39
596,50382,39
597,50382,39
598,50382,39
599,50382,39
600,50382,39
601,50382,39
602,50382,39
603,50382,39
604,50382,39
605,50382,39
606,50382,39
607,50382,39
608,50382,39
609,50382,39
610,50382,39
611,50382,39
612,50382,39
613,50382,39
614,50382,39
615,50382,39
616,50382,39
617,50382,39
618,50382,39
619,50382,39
620,50382,39
621,50382,39
622,50382,39
623,50382,39
624,50382,39
625,50382,39
626,50382,39
627,50382,39
628,50382,39
629,50382,39
630,50382,39
631,50382,39
632,50382,39
633,50382,39
634,50382,39
635,50382,39
636,50382,39
637,50382,39
638,50382,39
639,50382,39
640,50382,39
641,50382,39
642,50382,39
643,50382,39
644,50382,39
645,50382,39
646,50382,39
647,50382,39
648,50382,39
649,50382,39
650,50382,39
651,50382,39
652,50382,39
653,50382,39
654,50382,39
655,50382,39
656,50382,39
657,50382,39
658,50382,39
659,50382,39
660,50382,39
661,50382,39
662,50382,39
663,50382,39
664,50382,39
665,50382,39
666,50382,39
667,50382,39
668,50382,39
669,50382,39
670,50382,39
671,50382,39
672,50382,39
673,50382,39
674,50382,39
675,50382,39
676,50382,39
677,50382,39
678,50382,39
679,50382,39
680,50382,39
681,50382,39
682,50382,39
683,50382,39
684,50382,39
685,50382,39
686,50382,39
687,50382,39
688,50382,39
689,50382,39
690,50382,39
691,50382,39
692,50382,39
693,50382,39
694,50382,39
695,50382,39
696,50382,39
697,50382,39
698,50382,39
699,50382,39
700,50382,39
701,50382,39
702,50382,39
703,50382,39
704,50382,39
705,50382,39
706,50382,39
707,50382,39
708,50382,39
709,50382,39
710,50382,39
711,50382,39
712,50382,39
713,50382,39
714,50382,39
715,50382,39
716,50382,39
717,50382,39
718,50382,39
719,50382,39
720,50382,39
721,50382,39
722,50382,39
723,50382,39
724,50382,39
725,50382,39
726,50382,39
727,50382,39
728,50382,39
729,50382,39
730,50382,39
731,50382,39
732,50382,39
733,50382,39
734,50382,39
735,50382,39
736,50382,39
737,50382,39
738,50382,39
739,50382,39
740,50382,39
741,50382,39
742,50382,39
743,50382,39
744,50382,39
745,50382,39
746,50382,39
747,50382,39
748,50382,39
749,50382,39
750,50382,39
751,50382,39
752,50382,39
753,50382,39
754,50382,39
755,50382,39
756,50382,39
757,50382,39
758,50382,39
759,50382,39
760,50382,39
761,50382,39
762,50382,39
763,50382,39
764,50382,39
765,50382,39
766,50382,39
767,50382,39
768,50382,39
769,50382,39
770,50382,39
771,50382,39
772,50382,39
773,50382,39
774,50382,39
775,50382,39
776,50382,39
777,50382,39
778,50382,39
779,50382,39
780,50382,39
781,50382,39
782,50382,39
783,50382,39
784,50382,39
785,50382,39
786,50382,39
787,50382,39
788,50382,39
789,50382,39
790,50382,39
791,50382,39
792,50382,39
793,50382,39
794,50382,39
795,50382,39
796,50382,39
797,50382,39
798,50382,39
799,50382,39
800,50382,39
801,50382,39
802,50382,39
803,50382,39
804,50382,39
805,50382,39
806,50382,39
807,50382,39
808,50382,39
809,50382,39
810,50382,39
811,50382,39
812,50382,39
813,50382,39
814,50382,39
815,50382,39
816,50382,39
817,50382,39
818,50382,39
819,50382,39
820,50382,39
821,50382,39
822,50382,39
823,50382,39
824,50382,39
825,50382,39
826,50382,39
827,50382,39
828,50382,39
829,50382,39
830,50382,39
831,50382,39
832,50382,39
833,50382,39
834,50382,39
835,50382,39
836,50382,39
837,50382,39
838,50382,39
839,50382,39
840,50382,39
841,50382,39
842,50382,39
843,50382,39
844,50382,39
845,50382,39
846,50382,39
847,50382,39
848,50382,39
849,36580,39
850,36580,39
851,36580,39
852,36580,39
853,36580,39
854,36580,39
855,36580,39
856,36580,39
857,36580,39
858,36580,39
859,36580,39
860,36580,39
861,36580,39
862,36580,39
863,36580,39
864,36580,39
865,36580,39
866,36580,39
867,36580,39
868,36580,39
869,36580,39
870,36580,39
871,36580,39
872,36580,39
873,36580,39
874,36580,39
875,36580,39
876,36580,39
877,36580,39
878,36580,39
879,36580,39
880,36580,39
881,36580,39
882,36580,39
883,36580,39
884,36580,39
885,36580,39
886,36580,39
887,36580,39
888,36580,39
889,36580,39
890,36580,39
891,36580,39
892,36580,39
893,36580,39
894,36580,39
895,36580,39
896,36580,39
897,36580,39
898,36580,39
899,36580,39
900,36580,39
901,36580,39
902,36580,39
903,36580,39
904,36580,39
905,36580,39
906,36580,39
907,36580,39
908,36580,39
909,36580,39
910,36580,39
911,36580,39
912,36580,39
913,36580,39
914,36580,39
915,36580,39
916,36580,39
917,36580,39
918,36580,39
919,36580,39
920,36580,39
921,36580,39
922,36580,39
923,36580,39
924,36580,39
925,36580,39
926,36580,39
927,36580,39
928,36580,39
929,36580,39
930,36580,39
931,36580,39
932,36580,39
933,36580,39
934,36580,39
935,36580,39
936,36580,39
937,36580,39
938,36580,39
939,36580,39
940,36580,39
941,36580,39
942,36580,39
943,36580,39
944,36580,39
945,36580,39
946,36580,39
947,36580,39
948,36580,39
949,36580,39
950,36580,39
951,36580,39
952,36580,39
953,36580,39
954,36580,39
955,36580,39
956,36580,39
957,36580,39
958,36580,39
959,36580,39
960,36580,39
961,36580,39
962,36580,39
963,36580,39
964,36580,39
965,36580,39
966,36580,39
967,36580,39
