date_id,responder_0,responder_1,responder_2,responder_3,responder_4,responder_5,responder_6,responder_7,responder_8
20,1.3258742,1.6205395,1.1250033,1.5968254,1.6525499,1.4764484,1.0415615,1.2099735,1.0822982
21,1.1394954,1.0200678,1.0637867,1.2895899,1.2031802,1.3051605,0.9044639,0.9978726,0.865787
22,1.2127882,1.581378,1.0339272,1.5149821,1.2432795,1.6084425,0.68913126,0.6561926,0.7037464
23,1.0471766,1.4124106,1.0375181,0.97034466,0.8989925,0.87825274,0.8237962,0.6877033,0.813957
24,1.172398,1.5018386,0.9360723,1.4126496,1.2116293,1.4989545,0.75693345,0.72313756,0.78016526
25,1.043284,1.4126796,0.94863254,1.1759228,1.0663139,1.0983279,0.8833499,0.95260745,0.93283564
26,0.98838735,1.4276677,0.85314614,1.3925185,1.2210466,1.3137232,1.1235319,0.9300811,1.415954
27,1.0081382,1.505804,0.87647206,1.0611621,0.9673785,1.0833004,0.76166314,0.82234997,0.7527135
28,0.97571415,1.5200891,0.8081507,1.2730325,1.1407952,1.2484722,0.6326056,0.64718086,0.66881686
29,0.97773796,1.4541458,0.8544354,1.1869963,1.2622281,1.1165203,0.87020934,0.8612224,0.8761787
30,1.040211,1.3576337,0.8937543,1.1336886,0.97333467,1.1250492,0.6483037,0.7199155,0.68858606
31,1.00768,1.2149978,0.86744773,1.5023756,1.5041071,1.370371,0.952401,1.0326107,0.8856051
32,1.1567577,1.5520483,0.8565541,1.3683579,1.0449007,1.3645978,0.78557944,0.6803906,0.74034435
33,0.8428394,0.8677649,0.7507041,0.90334773,0.75182647,0.9279847,0.5574291,0.5344114,0.575388
34,0.88022393,1.2606531,0.74266195,1.2994257,1.0360497,1.3594848,0.5447051,0.52974784,0.5137794
35,0.8000517,0.9948341,0.66124207,1.0125772,0.97847897,0.93437177,0.6791905,0.6801201,0.65221316
36,0.5736519,0.86342543,0.59814763,0.7216524,0.6698134,0.6995857,0.4544677,0.47480026,0.46561378
37,0.8571722,1.1868701,0.67636675,1.282911,1.2251445,1.2004266,0.6094783,0.58344847,0.64470917
38,0.7343338,1.2013543,0.5652432,1.1633571,0.9215189,1.2730751,0.54240024,0.5484532,0.53745115
39,0.63694507,1.3869841,0.50437725,1.2993834,1.0762472,1.3616523,0.74032295,0.71817863,0.74585724
40,1.2317297,1.172894,1.0185765,1.5464417,1.1032838,1.7258462,0.59308326,0.5450014,0.55454135
41,1.2736712,1.3786824,1.0297384,1.7703898,1.6060531,1.7942796,0.88512003,0.89862967,0.74875426
42,1.9673803,2.2384677,1.3799555,2.2517605,1.8685042,2.2319446,0.6523083,0.58792084,0.63308966
43,1.8479413,1.8072215,1.2814969,1.842787,1.6765088,1.6648834,0.87461853,0.87164855,0.76589644
44,1.4474123,1.4336457,1.2147963,1.5584793,1.4655632,1.4363023,0.9781251,0.9639603,0.974481
45,0.9420648,1.0705622,0.85270023,1.2801644,1.2631025,1.1750758,0.7904862,0.7265278,0.83455944
46,0.9366066,1.188874,0.79216576,1.2451421,1.3852941,1.108529,0.8127623,0.930111,0.7942322
47,0.9124937,1.2339559,0.7801052,1.4871889,1.0958567,1.657307,0.6934275,0.6253903,0.7286687
48,0.92416424,1.1090496,0.81619537,1.3899746,1.3404894,1.3750904,0.8981771,0.87192094,0.8020326
49,0.77744937,0.81717205,0.7111172,1.4189667,1.0622514,1.4107883,0.7968248,0.7693507,0.7057447
50,0.78219634,0.94343245,0.6681114,1.361954,1.0787838,1.3822068,0.7834815,0.78083974,0.7502153
51,0.72846794,0.7693844,0.67170787,1.1035874,0.8984141,1.0598738,0.7303012,0.7481023,0.6983377
52,0.7097817,0.57365984,0.6865372,1.0086787,0.83791566,1.0943067,0.6621441,0.66003764,0.590533
53,0.8702162,0.9010039,0.8422214,1.238335,1.2087356,1.1410898,0.8066452,0.81444275,0.77386546
54,0.7839363,0.697453,0.7802738,1.1575482,0.9768258,1.1875716,0.8299558,0.8594788,0.8527406
55,0.88046926,1.1628584,0.70165277,1.4824723,1.346626,1.6022578,0.7768199,0.73976094,0.7748607
56,0.7934566,1.1936483,0.6484702,1.0738281,1.0803902,0.9939957,0.6941797,0.70008594,0.73207355
57,0.72378546,1.0935355,0.59588933,1.3233626,1.4825379,1.2285414,0.92782295,1.0152172,0.8861297
58,0.6478452,1.0484935,0.54771537,1.116759,1.25524,1.0260404,0.792364,0.7572356,0.78317195
59,0.77822024,1.0355444,0.6460898,1.1581457,1.371896,1.0620073,0.9225759,0.9769359,0.9587658
60,0.91263425,0.76908576,0.8742266,1.3030095,1.1258076,1.3528584,0.6695929,0.73078454,0.6659226
61,0.91190106,0.969682,0.78797865,1.2947242,1.0208396,1.4018117,0.7108125,0.67693526,0.7079867
62,1.242505,1.3536409,1.0500689,1.7028999,1.6428496,1.6219214,0.95692563,1.0210481,0.92823887
63,0.9123313,1.0322208,0.79195434,1.5555981,1.2022417,1.6278231,0.7992539,0.67510444,0.7749636
64,0.95247966,0.94964135,0.8454008,1.3806851,1.130344,1.4435468,0.71003014,0.714187,0.6930379
65,0.78448427,0.8351421,0.6981175,1.0200914,0.9044978,1.1628379,0.5429396,0.55606735,0.56445193
66,0.86186904,0.8523635,0.73618853,1.2045829,0.8899187,1.349024,0.5252303,0.57757133,0.54247427
67,0.91948634,0.84845847,0.9764,1.099938,1.3274163,1.048738,0.9923679,1.2062217,0.9419477
68,0.97895867,1.1930823,0.9011951,1.3818358,1.2326571,1.4141701,0.747194,0.7326641,0.791387
69,0.99147695,1.0770229,0.81749094,1.3616513,1.2316862,1.2420863,0.68038136,0.8184472,0.6786584
70,0.9909565,1.1443658,0.81332767,1.2513752,1.2042041,1.1883378,0.8235357,0.8988303,0.7858289
71,0.82391053,0.73968583,0.75890416,1.3727604,1.3354185,1.3109361,0.8115005,0.98405355,0.7232917
72,0.97716486,0.90777636,0.9530592,1.2398828,1.1191111,1.1580929,0.99099493,0.98768586,1.0152656
73,0.9230393,0.999285,0.8532639,1.1766344,1.1035106,1.3206981,0.76633155,0.77359295,0.7826688
74,0.89630646,0.8497688,0.8544239,1.0368114,1.1032184,1.0362806,0.88139015,0.9163488,0.906122
75,0.75273573,0.82113206,0.685396,1.5478852,1.461489,1.5296458,0.79211617,0.91677356,0.7002586
76,0.6780713,0.79421425,0.5984997,1.0435556,0.8471378,1.0776274,0.67139554,0.6569264,0.64133024
77,0.9074411,1.3203026,0.7437537,1.3573666,1.2676362,1.4020233,0.72239256,0.7066676,0.71423197
78,0.724015,0.53684026,0.75072044,0.9321309,1.0540128,0.8715601,0.72503614,0.5962016,0.7162586
79,0.8886538,0.9896727,0.72441775,1.019039,1.1409413,1.0155749,0.7383783,0.81040794,0.7301773
80,1.1741529,1.1981323,1.0454286,1.3057728,1.301736,1.2534559,0.7387212,0.78710115,0.7298031
81,1.0436449,1.0688826,0.9548013,1.181101,0.9084955,1.172817,0.7272958,0.6906663,0.7177854
82,1.2353163,1.0868803,1.0562438,1.7345845,1.5240433,1.721458,0.7676587,0.77540755,0.84514046
83,1.019112,1.2441307,0.92970586,1.4457802,1.4084003,1.4405934,0.8169734,0.805087,0.8369622
84,1.0082719,0.97216195,0.9237217,1.166331,1.1458185,1.1609232,0.7838264,0.78282213,0.80214524
85,0.9976273,1.0288104,0.95943826,1.2847683,1.2077135,1.2516539,0.90876454,0.91307575,0.8429741
86,1.0427078,1.1889508,0.911761,1.3805141,1.4103311,1.3487322,0.9702486,1.0557239,0.91696656
87,0.9389904,1.120871,0.875053,1.271759,1.2696098,1.2128541,0.86486244,0.89607954,0.86672765
88,1.1480108,1.1675984,1.0870482,1.5136799,1.5366431,1.4042203,1.0351765,1.1310829,0.9871153
89,1.0610068,1.3614129,0.9447158,1.5686882,1.6949532,1.4508698,1.0367602,1.1016421,1.0251902
90,0.8302081,0.7477965,0.8345298,1.121605,1.0060164,1.1259263,0.9405211,0.91994894,0.95242786
91,0.88547844,1.1188977,0.75109184,1.3299055,1.3099766,1.2792246,0.77028114,0.7425999,0.80285317
92,0.7971906,0.9601025,0.7406905,0.9955872,1.0572755,0.9434471,0.844604,0.9275571,0.84823626
93,0.82598794,1.0315104,0.7762746,1.4251326,1.5156509,1.2667687,0.99775577,1.1176437,0.970101
94,0.8166665,0.98054224,0.7677585,1.0382811,1.092803,1.0474437,0.89186245,0.7004359,0.98415816
95,0.71155727,0.95267695,0.6002902,1.3102549,1.2024331,1.2154338,0.841789,0.85341567,0.7782117
96,0.81133133,0.9672796,0.74423,1.0743629,1.1877289,0.97448474,0.82642,0.8966529,0.79259133
97,0.75069696,0.93220013,0.6698958,1.3847053,1.6728549,1.111982,1.1105074,1.2945539,0.99162084
98,0.7540136,1.0458468,0.60074115,1.0745865,1.153444,1.0326537,0.92224514,0.8379358,0.94533765
99,0.7343596,0.98581845,0.60280424,1.0507895,0.95673996,1.020016,0.7801018,0.6962425,0.7863962
100,0.7480135,0.9551526,0.49874085,1.1077296,0.8042246,1.0849807,0.5587539,0.49529827,0.5497428
101,0.9446923,0.7591126,0.9041685,1.09736,0.8815957,1.1675524,0.6286609,0.5121865,0.6645698
102,1.0230875,1.3641241,0.94271183,1.1983658,1.2763481,1.1048069,0.7587281,0.8309989,0.78139323
103,1.1220032,1.0977271,0.9902957,1.260537,1.2085488,1.2002319,0.78662145,0.7792758,0.84139925
104,0.92020255,0.96835095,0.88289917,1.0710071,1.0773501,1.1272163,0.72943103,0.72949964,0.764574
105,1.1749471,1.0742953,1.0376867,1.3718303,1.2129157,1.306824,0.85131097,0.8619195,0.88183117
106,1.0160006,1.1115233,0.90807676,1.1718223,1.2324126,1.0760807,0.8248538,0.858063,0.79325676
107,0.9841694,0.9754971,0.9124353,1.2221624,1.1816977,1.125662,0.89256203,0.8378687,0.90252984
108,0.94747484,0.9690596,0.86086386,1.1878657,1.2350211,1.1739056,0.71804404,0.7618111,0.70038235
109,0.9156518,1.126527,0.80202276,1.1658213,1.1320492,1.139394,0.7471915,0.7295597,0.7637345
110,0.97837615,0.9676648,0.9022133,1.1832565,1.1552914,1.0935982,0.7785745,0.73474205,0.81895703
111,0.96685666,0.891516,0.93005735,1.1878738,1.3408036,1.0784839,0.82248485,0.83768183,0.816117
112,0.8533948,1.0458891,0.76518744,0.9749691,1.0418551,1.0014968,0.72247636,0.70792633,0.74309635
113,0.9419384,1.1431872,0.830707,1.159342,1.1550243,0.99475193,0.72438467,0.6467427,0.7796486
114,0.8597901,0.96179116,0.77203614,0.9353485,0.8832128,0.9660436,0.63278246,0.55181605,0.66984725
115,0.8599411,0.92603755,0.7357666,1.096309,1.0655196,1.0894396,0.67216754,0.7105594,0.6752487
116,0.8025357,0.9676755,0.72370434,0.9815566,1.0337676,0.9708759,0.76141477,0.6771776,0.7708013
117,0.89745,1.1362307,0.7354097,1.3177586,1.1581649,1.3109266,0.6834018,0.6244363,0.75439274
118,0.79696757,0.84519064,0.6407274,1.250186,0.93001074,1.3199246,0.6403343,0.5928718,0.629316
119,0.7142554,0.8687227,0.5613727,1.0643638,0.8852284,1.1984806,0.66754025,0.6495662,0.6758248
120,0.83841324,0.9335589,0.6696027,1.4629902,1.5718304,1.2398751,0.9283802,1.0156776,0.89360416
121,1.168683,0.98003,1.0841112,1.3628638,1.1358746,1.3257407,0.93602085,0.9513426,0.8967452
122,1.1167492,1.0037355,1.052674,1.3655893,1.3088868,1.3941122,0.9438209,1.0343825,0.9095021
123,1.1704475,1.1774532,1.0561491,1.4240296,1.1673167,1.495284,0.7665375,0.6942993,0.776636
124,0.8918411,0.8835829,0.83482444,1.3083922,1.2200488,1.2427703,0.8814476,0.8081885,0.87102014
125,0.9198617,1.0179129,0.83120835,1.4803455,1.4219648,1.3822466,0.792048,0.815009,0.7876692
126,0.837038,0.9822256,0.8292437,1.1971741,1.1980213,1.2255673,0.9708746,0.906891,0.9539646
127,0.87412006,0.89103997,0.8282488,1.1245614,1.1098326,1.0568763,0.80866605,0.93920636,0.8279387
128,0.79819334,0.8934788,0.69209915,1.047562,0.8961087,1.0594162,0.6903552,0.70672387,0.7267515
129,0.96088904,0.89165515,0.9241201,1.4295964,1.6663864,1.2619605,1.309829,1.534507,1.2380298
130,0.99065685,0.84392524,0.97617924,1.4618546,1.3749957,1.3883322,1.1890546,1.0693694,1.2454801
131,0.9623991,1.1374538,0.8520373,1.3053347,1.3097181,1.1983724,1.0973566,1.1231023,1.054609
132,0.8896401,1.129145,0.7235776,1.2114195,1.3348279,1.0737547,0.92373043,1.0330161,0.9153408
133,0.8276064,1.1680288,0.7092766,1.105662,1.2027023,1.0103195,0.90491986,0.881916,0.9713987
134,0.78492,0.9965188,0.71289146,1.1001103,1.1569638,1.0301081,0.9355302,0.94318116,0.9711889
135,0.65990543,0.8761798,0.5688726,1.0851487,1.2643257,0.9502224,0.8898725,0.9123273,0.9231289
136,0.7305282,0.98027945,0.70818955,1.035033,1.0443877,0.9577575,0.9932984,0.8670285,1.0395069
137,0.76389533,1.143427,0.6596004,1.325844,1.4694531,1.1898571,1.1032871,1.1523062,1.0641755
138,0.7380332,1.0351168,0.62139046,1.2280748,1.2996898,1.0787126,0.91832817,0.94770646,0.9363645
139,0.7565247,1.2108197,0.60636073,1.174519,1.5413917,1.0220455,0.8673738,0.9708395,0.8821551
140,0.70802176,1.2232114,0.55464923,1.1243473,1.158639,1.0500246,0.8996805,0.8633987,0.8516126
141,0.6188051,0.85667336,0.5393442,0.9512928,0.9152005,1.0130079,0.68853456,0.72562367,0.6924146
142,1.1175278,1.2814348,1.0526415,1.3340654,1.3564137,1.3338673,0.8449706,0.8685092,0.80995744
143,1.0083057,1.015352,0.92535263,1.4066073,1.3930936,1.2696037,0.87180126,1.0509924,0.8421597
144,1.1686527,1.2719557,1.0823925,1.4115119,1.5762525,1.239581,1.1487358,1.2287844,1.086239
145,1.0743762,1.1262766,0.9691396,1.3452992,1.2783605,1.2155921,1.0144083,0.9032247,1.0129231
146,1.048461,1.1932908,0.95020235,1.4132472,1.4346653,1.302165,1.0088927,1.0704758,0.9469784
147,0.8265151,0.99558246,0.7210474,1.2151817,1.1569285,1.1929214,0.8466485,0.7169441,0.86035097
148,0.91202015,1.1083341,0.7696491,1.1425557,1.1796584,1.0711788,0.855599,0.7787108,0.859098
149,0.9870194,1.1660916,0.89711547,1.219881,1.2825031,1.1265303,0.8323738,0.85690826,0.8732937
150,1.0010478,0.9288633,0.935123,1.1579643,1.1156485,1.0640172,0.8741616,0.8212145,0.9248771
151,1.1192799,1.154505,1.0755838,1.4028085,1.7207905,1.2352887,1.261565,1.362775,1.229281
152,1.0614454,1.3436215,0.89852095,1.3333468,1.5147521,1.1555337,1.0209267,1.1120495,0.95238626
153,1.2398248,1.3515984,1.0885221,1.570512,1.7885303,1.3807929,1.3317655,1.3672395,1.3656973
154,1.0947312,1.3701818,1.1306221,1.5140154,1.6748167,1.4142987,1.5477132,1.4344783,1.6258565
155,0.84576696,1.079986,0.85125595,1.1229246,1.3402559,1.051616,1.1404774,1.1169019,1.1895548
156,0.82181305,1.0259863,0.79450023,1.102303,1.1713654,1.0263736,0.9175161,0.84932417,0.9751126
157,0.859017,1.077795,0.78706294,1.1064591,1.2093927,0.953034,0.98982465,1.0255072,1.0426677
158,0.7928273,1.004776,0.72456825,1.0441637,1.2294861,0.94543964,0.8635926,0.87608,0.9429104
159,0.71478075,1.1343668,0.61532605,0.94222206,1.133826,0.8045802,0.8360845,0.8674515,0.871947
160,0.7383891,1.0825857,0.6295462,1.1609389,1.4112117,1.0430273,0.8730621,0.88030785,0.89938366
161,0.6197209,0.54701006,0.5630543,0.97324127,0.82317066,1.0187856,0.7592085,0.72620374,0.7657721
162,0.68528026,1.0254878,0.54191643,1.0517715,1.3241805,0.85524976,0.8464791,0.9649691,0.77982163
163,0.94130135,1.4431317,0.7588927,1.2525367,1.2784331,1.0878501,0.77552485,0.6790145,0.85048825
164,0.8396704,0.869139,0.8617999,1.173849,1.1876532,1.1401973,0.9509704,0.9847611,1.044402
165,0.94033,0.8553379,0.9280566,1.1851785,1.275693,1.0741177,0.96532774,1.0454134,0.94585836
166,0.8398361,0.9007775,0.83746946,1.0638359,1.1200294,1.0341977,0.91453385,0.96165246,0.9308774
167,0.84348154,0.63336307,0.88681823,0.998166,1.0716767,0.95038503,0.9498411,0.98961174,1.0265496
168,0.82888323,1.1107454,0.77213764,1.107832,1.2551397,1.0168219,0.8445339,0.92022437,0.84017235
169,0.8728654,1.0335304,0.79281235,1.1407454,1.3247907,1.0288202,0.909072,0.9932477,0.8931313
170,0.80436134,1.1475283,0.72849375,1.0496625,1.397515,0.8634255,0.84109485,0.9776969,0.8553525
171,0.8372624,1.0821707,0.82735723,1.1861603,1.4613854,1.0016847,1.1377976,1.0595802,1.1007433
172,0.8385571,0.9768027,0.7604411,1.1363741,1.2126229,1.0007417,0.89760226,0.95532846,0.8927706
173,0.85745466,1.198062,0.7825921,1.2216802,1.4575437,1.0475929,0.98079616,1.0792872,0.9923537
174,0.8725078,1.1941937,0.83506644,1.1903771,1.438336,1.0622693,1.1668073,1.2208666,1.226757
175,0.7618599,1.1429543,0.747144,1.0888475,1.0866567,0.9971508,0.9342875,0.91146207,1.0104859
176,0.7556586,1.0431504,0.68171126,0.97524625,1.282375,0.87352103,0.85033804,0.9108377,0.949808
177,0.7954547,1.0612019,0.6910188,1.127395,1.2680397,1.0416498,0.92745423,0.89106256,1.0358418
178,0.79382586,0.93997127,0.8405008,1.1540575,1.4842035,1.0376763,1.1447113,1.2045109,1.2573255
179,0.8162522,1.2097872,0.7105573,1.3702558,1.705252,1.1314826,1.0432872,1.1442473,1.0482925
180,0.8796975,1.495908,0.7290172,1.2271678,1.666887,0.97843707,1.127766,1.2406828,1.1430871
181,1.1049736,1.1440675,1.1299886,1.2337074,1.1810628,1.1812137,0.9904382,0.9623892,1.0768691
182,1.0761529,1.223962,1.0187992,1.2509505,1.4238727,1.1434399,0.96855265,0.9999635,0.9781738
183,0.9867141,0.9344042,0.9557285,0.98646885,0.88000476,1.0015527,0.7925322,0.73889494,0.8264981
184,0.9329147,0.79036784,0.97286725,0.9220243,0.852533,0.9663046,0.8011505,0.8256861,0.83589315
185,0.83733416,0.9940143,0.8522377,1.2943068,1.3570673,1.3083991,0.75406826,0.8129678,0.76222456
186,0.8370104,0.97777337,0.8513737,1.1005069,1.2600129,1.0189167,0.7692289,0.8411318,0.77032226
187,0.9034126,1.0550058,0.8173938,1.1236922,1.0713352,1.0220052,0.77723074,0.76613224,0.8477418
188,1.0377185,1.0163112,1.1301147,1.3000457,1.3183497,1.2225304,1.2486931,1.1247181,1.3122848
189,0.8009829,0.90014935,0.7643293,1.0208342,1.111619,0.92022884,0.88120365,0.90168446,0.8771974
190,0.8262068,0.9921804,0.81984586,0.95592785,1.0838965,0.87803394,0.9324449,0.95433253,0.8991556
191,0.86956257,1.0594636,0.8161521,1.0904433,1.282985,0.9552747,0.8122872,0.9758538,0.796643
192,0.79045004,0.9656548,0.7734333,0.89759815,0.9921776,0.8256046,0.7432485,0.7702356,0.7533764
193,0.72470945,1.004923,0.7207502,0.86172014,0.91553605,0.85597426,0.7290008,0.7199117,0.77553654
194,0.78582937,0.9335445,0.7293895,1.039345,1.0542762,1.0225775,0.7705994,0.80178773,0.72938097
195,0.79737365,0.93843937,0.75266147,0.9931633,1.1109618,0.9276082,0.713908,0.7343524,0.73776954
196,0.6325198,0.8318916,0.6171551,0.95868045,1.1037182,0.7889308,0.8086319,0.9699285,0.7642279
197,0.692501,1.0951163,0.5924672,0.96382904,1.0287422,0.8594041,0.7812018,0.88495606,0.77709246
198,0.72951293,0.99498373,0.6370841,0.9535978,1.118686,0.811711,0.7257327,0.73906714,0.76353675
199,0.77430123,1.2572845,0.6359507,1.0095799,1.2575263,0.85465723,0.8243492,0.95575154,0.7694757
200,0.7391253,0.89308614,0.64863557,1.0368321,1.3245714,0.86305094,0.8394861,0.9545662,0.7719291
201,0.6956414,0.9273104,0.59902185,1.0185367,1.1597261,0.9278253,0.7302112,0.7198136,0.75470006
202,0.60828286,0.6582371,0.5356092,0.8294905,0.84693897,0.7308527,0.86195886,0.77238685,0.86824775
203,0.8753572,0.8077367,0.86389804,1.0158255,0.9885791,0.97282845,0.71781313,0.7528616,0.69854784
204,0.8492636,0.8690876,0.82255185,0.9038423,1.0627451,0.8488082,0.80887336,0.93115664,0.79011333
205,0.94722986,0.8815741,0.9816085,1.0614476,1.2061127,0.9978291,1.1004231,1.2098266,1.0486548
206,0.94969326,1.1117796,1.0141987,1.1400764,1.4260024,1.0175133,1.0693107,1.115338,1.0766635
207,1.0026212,1.0728034,1.0753509,1.0631065,1.2384393,0.97814536,1.0150002,1.0352436,1.070084
208,0.9830143,1.1256953,1.0145125,1.1791683,1.4444582,0.9946328,1.1222036,1.1208073,1.0701708
209,0.91922086,0.9125834,0.99110454,1.0360678,1.2387896,0.89666736,1.0366365,1.0941396,1.0219272
210,1.0136431,1.0584131,1.0364176,1.016057,1.2491518,0.9047686,1.058521,1.1311476,1.0850161
211,0.9164185,0.9052406,0.98728234,0.95976514,1.1046785,0.9078101,1.0141127,1.0833044,1.0217712
212,0.98195654,0.93071985,1.0431983,0.9738896,1.1177542,0.9360913,0.9564304,1.045479,1.0053539
213,0.9863593,0.9294518,1.0582001,1.0027245,1.1564667,0.9118754,0.98501575,1.0361038,1.039001
214,0.9411204,0.7840669,0.98193604,0.9279844,1.0766798,0.84350204,0.9631491,1.0592933,0.9855584
215,1.0590838,1.2491612,1.0594,1.1481667,1.4252714,0.98083216,1.1878808,1.289019,1.16444
216,0.93697244,1.0621086,0.9697203,0.9437873,1.1002524,0.8422739,0.963746,0.98480904,1.0239705
217,0.9588794,0.97301835,0.99954325,1.0475338,1.2170024,0.8953821,1.058324,1.1566614,1.0671836
218,0.91056323,1.1857713,1.0029714,1.0470213,1.3316547,0.9217902,1.0476902,1.0575854,1.0971265
219,0.9537665,1.0998905,0.9446111,1.0051734,1.2576137,0.8301009,1.0800298,1.112303,1.1015334
220,0.8656425,1.001824,0.89990044,0.9123157,1.1029334,0.818882,0.9303923,0.87550175,0.9931673
221,0.80882955,1.2479037,0.7315758,0.9438333,1.2855356,0.74811304,0.9105789,0.9479872,0.99048775
222,0.7330244,1.1779641,0.70021015,0.8504276,1.0569185,0.72459936,0.8259139,0.77282524,0.8814601
223,0.79393554,0.96859086,0.716924,0.9110444,1.0596523,0.769927,0.75367683,0.8092947,0.8028771
224,0.7832618,1.0347373,0.7546485,1.0173597,1.2957115,0.8994025,1.0640876,1.1943175,1.1289206
225,1.3210117,1.3462393,1.3207343,1.1870362,1.3042005,1.068444,1.0477295,1.0549191,1.0855122
226,1.199092,1.3489095,1.1425397,1.0573251,1.1878277,0.92533386,0.86404437,0.9091984,0.91537416
227,1.0934716,1.0321821,1.0689752,0.92915004,1.046966,0.8015906,0.8838675,1.0115716,0.85224825
228,1.1617051,0.9925675,1.2151942,0.92534137,0.99274313,0.87503827,0.8855659,0.9008128,0.9134955
229,1.0665528,1.1033267,1.1087943,1.0843668,1.1888025,0.94378656,0.9110467,0.94834226,0.89198047
230,0.9657587,0.9175658,0.9467718,0.80641514,1.0690153,0.690103,0.76827276,0.8388143,0.76931345
231,0.8590744,0.8831933,0.93470573,0.7688566,0.9667027,0.6976482,0.7769757,0.8478036,0.78160816
232,0.82223874,0.88646257,0.83269507,0.7234349,0.9268555,0.61394113,0.72940314,0.7473994,0.7381951
233,0.85686356,0.8835805,0.8739822,0.8242362,0.9058713,0.72517836,0.77009547,0.7995318,0.757421
234,0.93116945,1.06997,0.94580483,0.7956247,1.0133756,0.66752946,0.7562412,0.81736195,0.7439121
235,0.9247179,0.9061962,0.9377122,0.954232,1.0197804,0.8683232,0.8350746,0.9361292,0.8098312
236,0.87818223,0.7219861,0.9023908,0.78636503,0.79151297,0.72104245,0.77291644,0.7896285,0.7272176
237,0.8467339,0.75864106,0.8700473,0.72443306,0.85351264,0.6906324,0.68780124,0.76981825,0.6852258
238,0.72236246,0.8235834,0.7055803,0.6954799,0.8000733,0.6048271,0.6821952,0.8254102,0.653448
239,0.9115934,0.838486,0.88129497,0.88232714,0.8994448,0.7842708,0.71399117,0.75630724,0.7173234
240,0.7974585,0.88864654,0.7990596,0.7903133,0.8376105,0.7008681,0.7571818,0.79435885,0.7520579
241,0.8027088,0.83217067,0.7793866,0.7093732,0.8264699,0.5951049,0.6461363,0.6863703,0.62367666
242,0.60852224,0.6460532,0.52092004,0.79196227,0.6895465,0.7432769,0.5520772,0.60724586,0.49539378
243,0.6975613,0.8240637,0.5985494,0.784592,0.7366597,0.73954326,0.5778092,0.6319692,0.5336792
244,0.77797306,1.1933217,0.64828163,0.85688376,1.0125357,0.7341739,0.65913427,0.64799553,0.65874213
245,1.045314,1.0568758,1.0284044,0.917579,0.97252923,0.81661576,0.74504334,0.7688712,0.67962915
246,1.0941947,0.98779726,1.0461183,0.868356,0.8461089,0.7904541,0.6950269,0.75967324,0.7027473
247,1.0598161,0.9436016,1.0989815,0.8978616,0.95799494,0.771594,0.82264966,0.8623729,0.8488913
248,1.0686811,1.0083073,1.0357524,0.83407503,0.9133108,0.74053246,0.78220665,0.7772074,0.8238083
249,0.91538876,0.8416791,0.96645916,0.79027325,0.76370233,0.7777118,0.7396814,0.7229201,0.7787593
250,0.85751474,0.725529,0.8700595,0.77639294,0.82525104,0.711131,0.7100151,0.7447827,0.71842974
251,0.9683988,0.96706295,0.97328985,0.8524717,0.95632035,0.77043784,0.76320094,0.7599774,0.7904318
