time_id,mean,mean_abs,std
117,-0.0056866063,0.68495214,1.0045396
118,-0.003991793,0.68935114,1.0132077
119,-0.010269753,0.6955883,1.019311
120,-0.008774023,0.704806,1.0353268
121,-0.014642181,0.7095634,1.0434812
122,-0.014469205,0.7094773,1.0457245
123,-0.014750498,0.70978105,1.0469784
124,-0.011261815,0.7052767,1.0431973
125,-0.009240849,0.70790875,1.0496142
126,-0.00474684,0.7093858,1.0504097
127,-0.00613144,0.7093653,1.0531828
128,-0.015322693,0.7131463,1.0519518
129,0.002455489,0.70881224,1.0486273
130,0.0033548865,0.70129746,1.0383902
131,-0.0014153176,0.6961509,1.0332211
132,0.0014470214,0.6936889,1.0316626
133,0.00070160034,0.6891833,1.0272716
134,0.0015892058,0.68471926,1.0178252
135,0.0064706053,0.6834401,1.0142443
136,0.0036775148,0.68240356,1.0169978
137,-0.0009043719,0.6803819,1.0154115
138,-0.0047521554,0.6813787,1.0141969
139,-0.0006605371,0.6759669,1.0053627
140,0.0019907996,0.662178,0.98489875
141,0.0030271749,0.6576208,0.97831416
142,0.004102822,0.65466094,0.9786981
143,-0.0029071309,0.6520724,0.975398
144,-0.007420162,0.64852,0.9732414
145,-0.006658755,0.6439865,0.9659859
146,-0.007963751,0.63664234,0.95606756
147,-0.010028029,0.6361382,0.95900965
148,-0.015269846,0.63348114,0.9528924
149,-0.013938395,0.6319719,0.94944566
150,-0.01507932,0.6281454,0.9468516
151,-0.014937455,0.6263585,0.94403034
152,-0.018853383,0.6257437,0.9449652
153,-0.017114624,0.6278263,0.9465131
154,-0.015996,0.625464,0.94581085
155,-0.018393556,0.6215553,0.9382563
156,-0.014459984,0.61813956,0.9328613
157,-0.011733189,0.6185861,0.9272105
158,-0.010900849,0.6151294,0.9270015
159,-0.009677286,0.61114156,0.9224158
160,-0.008434218,0.6092986,0.9165729
161,-0.013912151,0.6055626,0.9115708
162,-0.013478473,0.6023167,0.9081427
163,-0.010110091,0.6002042,0.9046164
164,-0.008053042,0.59592813,0.8998213
165,-0.008393549,0.59617484,0.9036376
166,-0.0066460827,0.5958373,0.8989424
167,-0.0026666766,0.5960918,0.8983528
168,-0.007314114,0.5935613,0.89590067
169,-0.0011775636,0.600451,0.9076677
170,-0.005297132,0.5958774,0.9020672
171,-0.004510897,0.59871024,0.9089959
172,-0.0043556634,0.59836555,0.90694255
173,-0.0017921942,0.59861106,0.9078443
174,-0.00060658104,0.59688884,0.90637404
175,0.0015229525,0.5976461,0.9061129
176,-0.0023486214,0.5940849,0.89987296
177,-0.0033930906,0.5947621,0.9032727
178,-0.004066279,0.5913117,0.89691925
179,-0.0008928486,0.59645295,0.9061285
180,-0.00023280169,0.59615386,0.9068334
181,0.0019889413,0.5988969,0.9110951
182,-0.0045872545,0.59830546,0.9064423
183,0.00402803,0.5985321,0.90967524
184,-0.00061491976,0.5976465,0.9086968
185,-0.004641453,0.5968318,0.9119043
186,-0.005660619,0.5923105,0.90347356
187,-0.0028382193,0.5893965,0.8994497
188,-0.009057022,0.5960226,0.90902126
189,-0.0056421845,0.5984218,0.91258264
190,-0.004035599,0.5930116,0.90694726
191,-0.0038281782,0.58903563,0.8996298
192,0.0028552082,0.58668345,0.8962919
193,0.0004115056,0.5825579,0.8898717
194,0.00086006126,0.5798473,0.88921803
195,0.00038878957,0.5777613,0.88670385
196,0.0010511712,0.5748344,0.88078374
197,0.0041273776,0.57268494,0.8757287
198,0.004134886,0.57379293,0.87562007
199,0.0073154806,0.57471335,0.8797119
200,0.0015066332,0.5708088,0.8711928
201,0.0050316625,0.56810004,0.8658752
202,0.0064145285,0.5638493,0.86199194
203,0.008010961,0.5632836,0.86034256
204,0.006946876,0.5595892,0.8558751
205,0.007167405,0.55682397,0.85231936
206,0.009046944,0.55773365,0.8546923
207,0.0095967,0.55761576,0.8560276
208,0.004989307,0.56004685,0.8590075
209,0.00802433,0.56380665,0.86572814
210,0.008540004,0.55815274,0.8559253
211,0.007806589,0.5569415,0.8528264
212,0.0027637493,0.55444694,0.84830964
213,0.010145596,0.554917,0.8476596
214,0.008532992,0.5505355,0.84258634
215,0.008065918,0.5496284,0.842863
216,0.007851582,0.54854053,0.84035593
217,0.01024732,0.54422796,0.83801043
218,0.0015153405,0.5448309,0.83476514
219,0.0061184936,0.54568005,0.8383023
220,0.002716945,0.54461795,0.83840525
221,0.005057312,0.5430423,0.8365305
222,0.0034067922,0.54073226,0.8347701
223,0.0024126312,0.5367936,0.8294845
224,0.0050906744,0.5370697,0.83002615
225,-0.0025018686,0.53476876,0.8239568
226,-0.001596929,0.53318053,0.8243617
227,-0.0033619613,0.52924174,0.8149489
228,0.00033995352,0.53148204,0.8213416
229,0.004336479,0.53923726,0.83263624
230,0.0020234222,0.5349642,0.82682216
231,0.0050419783,0.53423035,0.82227284
232,0.004162578,0.53598356,0.82495546
233,0.005220865,0.53258234,0.81864905
234,0.004336153,0.53214926,0.8150481
235,0.0034832167,0.5285688,0.80704015
236,-0.0009288345,0.5283338,0.8071731
237,-0.002829277,0.52720153,0.807655
238,-0.0040721353,0.5283099,0.8081145
239,-0.00093265093,0.5325361,0.8139336
240,0.0006837803,0.5282554,0.8065417
241,-0.0014021636,0.5323074,0.8111568
242,0.0004926481,0.52801067,0.8063322
243,0.0006681626,0.52702177,0.80443984
244,0.0013923408,0.52672917,0.8047652
245,0.00037145233,0.5269281,0.8041227
246,0.0045131575,0.52355576,0.799682
247,0.0018300727,0.5219411,0.7970371
248,-0.0025518816,0.526078,0.8001493
249,0.004733672,0.5254603,0.8026286
250,-0.0021719765,0.52285576,0.80013335
251,-0.0026203108,0.5180216,0.79580826
252,-0.0028517838,0.51541024,0.7914282
253,-0.005558586,0.51454145,0.789098
254,-0.0023165569,0.51146835,0.78550124
255,-0.006514926,0.51012194,0.78539884
256,-0.0037915783,0.5072301,0.77965176
257,0.0012025171,0.5060931,0.7802449
258,-0.002429702,0.50572246,0.7804107
259,0.00007601375,0.505596,0.7825385
260,0.00074638275,0.50416523,0.779838
261,0.0017426088,0.50087845,0.77689934
262,0.004110154,0.50024146,0.7750565
263,0.0024029908,0.49957904,0.77512586
264,0.0029844486,0.49732715,0.7715614
265,0.0060019414,0.4946699,0.7669035
266,0.00014286936,0.4935355,0.7678971
267,-0.0009475373,0.49114573,0.7597206
268,-0.002282241,0.49191296,0.7623324
269,0.0015581286,0.49534544,0.7688346
270,0.001462449,0.49287972,0.76858515
271,0.008202955,0.49330664,0.76984113
272,0.0038365282,0.49053684,0.7617682
273,0.00024234844,0.4895559,0.7597064
274,0.0015052141,0.48868987,0.7611884
275,0.0040244833,0.4869065,0.75519055
276,0.010170003,0.4884132,0.7585424
277,0.008729911,0.48508996,0.75671
278,0.008066425,0.48503458,0.7581386
279,0.011306096,0.48649004,0.75549114
280,0.010493602,0.48195377,0.7499484
281,0.014722592,0.48136494,0.75009614
282,0.0121335285,0.47949633,0.74623746
283,0.0059716823,0.4795121,0.7442193
284,0.0010433659,0.47905073,0.74070746
285,0.006708715,0.47931105,0.7438762
286,0.0059758024,0.4802948,0.74460846
287,0.0064431285,0.47792512,0.74005425
288,-0.00014564203,0.47822607,0.7404345
289,0.006307475,0.4831821,0.7479947
290,0.0028740754,0.4807448,0.7423639
291,0.0030156837,0.47648272,0.7369947
292,-0.0006201428,0.4746934,0.73372287
293,0.003920132,0.47616637,0.7388937
294,0.0040644454,0.4734663,0.7348105
295,0.0017800247,0.4755373,0.7348898
296,0.0019405294,0.47499153,0.74048424
297,0.0030737962,0.47162032,0.73429996
298,0.0016829367,0.47383332,0.73814374
299,0.004756786,0.47569028,0.7391248
300,0.0036025685,0.4758499,0.7413436
301,0.005886369,0.4755095,0.7394181
302,0.008718957,0.47620186,0.7419443
303,0.012572541,0.47394952,0.73595285
304,0.012742675,0.47168645,0.7361487
305,0.009149447,0.47002125,0.73193145
306,0.006851229,0.46766034,0.7273082
307,0.0077423365,0.4674458,0.72761494
308,0.0056585637,0.46916017,0.7308628
309,0.005343019,0.46784228,0.7287983
310,0.008608492,0.46713376,0.7263982
311,0.009495389,0.46621433,0.727286
312,0.010077881,0.46366844,0.72265726
313,0.010264852,0.45727384,0.7142085
314,0.01296827,0.4566249,0.7102913
315,0.016008167,0.45816693,0.7127298
316,0.010887892,0.45691964,0.7119879
317,0.008322678,0.4565439,0.71333593
318,0.0071746046,0.45673364,0.7128866
319,0.010902062,0.45615426,0.71351236
320,0.008716835,0.4544306,0.71414346
321,0.007566213,0.45081785,0.7108815
322,0.0066669723,0.44807217,0.70621073
323,0.009900833,0.44700202,0.7063787
324,0.0035015603,0.444842,0.7036136
325,0.0024775697,0.444959,0.7010885
326,0.00086992147,0.44347107,0.7008207
327,0.004486192,0.4409683,0.6994355
328,0.0044525918,0.44148716,0.6991816
329,0.004802328,0.44628197,0.7061495
330,0.0005629916,0.44436553,0.7036003
331,-0.00019880125,0.44235325,0.6989988
332,0.00091478805,0.44283578,0.6996716
333,0.0011292293,0.44181675,0.69934595
334,-0.001367771,0.4422364,0.70166004
335,0.0008892534,0.44130066,0.70146036
336,0.0011600703,0.44086832,0.69946384
337,-0.0019579544,0.4429032,0.7046779
338,-0.004629451,0.4444141,0.70592695
339,-0.005493414,0.44506115,0.7027949
340,0.0006421914,0.4433041,0.7030029
341,-0.0024118582,0.44139308,0.69860476
342,-0.0008964592,0.4400807,0.6982376
343,0.00006775524,0.43981645,0.6990418
344,0.002176183,0.43975437,0.6934699
345,0.0029256002,0.4396635,0.69586223
346,0.00035760525,0.43533954,0.6881033
347,0.0018639206,0.43734556,0.69117266
348,0.006304172,0.4417962,0.69536686
349,-0.00033864073,0.4476779,0.701201
350,0.0011743818,0.44387776,0.6970027
351,0.001392159,0.44096124,0.69063145
352,0.0013930805,0.43695247,0.6844241
353,0.0016997753,0.43342182,0.6790759
354,-0.0054815733,0.431423,0.67556745
355,-0.0040507275,0.43013695,0.6735884
356,-0.0042508487,0.4289295,0.6740503
357,-0.0055791307,0.42730787,0.670333
358,-0.0086869225,0.42475238,0.66568416
359,-0.01079054,0.424491,0.6645848
360,-0.011390905,0.41772422,0.6568743
361,-0.0091257,0.41563886,0.6521583
362,-0.013468497,0.41258186,0.6516673
363,-0.013181545,0.40797317,0.64598626
364,-0.009069198,0.4041018,0.6421798
365,-0.010022106,0.4010854,0.6395334
366,-0.011171046,0.3964223,0.63559955
367,-0.014329503,0.39040715,0.6269471
368,-0.030708058,0.37913883,0.62233055
369,-0.0026891662,0.5442028,0.8597991
370,-0.0039753434,0.52121586,0.824667
371,-0.0015973689,0.51635486,0.81263787
372,-0.0029076384,0.50795907,0.8029599
373,-0.0020316294,0.5086056,0.7974168
374,-0.001257118,0.5057216,0.79431957
375,-0.0018538528,0.50319326,0.78820074
376,-0.002497338,0.5022428,0.78724617
377,-0.0008506444,0.49966863,0.7827428
378,-0.0020718242,0.4995289,0.7807276
379,0.0013967598,0.50217664,0.7807854
380,0.004425541,0.4988011,0.77483416
381,0.0073427763,0.49761397,0.77129084
382,0.0055740033,0.49641696,0.7714298
383,0.006146153,0.49262407,0.76650614
384,0.0059062713,0.48925,0.7626696
385,0.005414601,0.48782757,0.76367575
386,0.0048900866,0.48903623,0.7654126
387,0.00576965,0.486843,0.76468605
388,0.010075479,0.48959368,0.7677446
389,0.008107055,0.4937367,0.77549744
390,0.007837647,0.4932143,0.77312875
391,0.009698663,0.48962784,0.77065504
392,0.0066502467,0.48877,0.7677354
393,0.008036339,0.48454294,0.76271796
394,0.0072188377,0.4823098,0.75942594
395,0.006063183,0.48068407,0.7592896
396,0.010040682,0.4808286,0.759183
397,0.010140949,0.48443827,0.7637509
398,0.0051912484,0.48207545,0.75896627
399,0.004568047,0.48237735,0.7550175
400,0.009619791,0.47925004,0.7502221
401,0.006988121,0.47761622,0.7468968
402,0.0054973126,0.47521356,0.7444047
403,0.0021347764,0.47599855,0.7446864
404,0.0048567234,0.47492754,0.7416247
405,0.0016072395,0.47202468,0.7317697
406,0.008171132,0.4721729,0.73636067
407,0.0045095314,0.47201914,0.7326627
408,0.0042493204,0.47136158,0.7325119
409,0.0018526312,0.4759395,0.7367898
410,-0.00037142163,0.47535953,0.7402413
411,0.0012633336,0.4764187,0.7413741
412,0.0007316662,0.47445887,0.7421512
413,-0.0018187797,0.47273988,0.7360916
414,-0.00089958037,0.47124296,0.73227894
415,-0.0033410445,0.47360244,0.74034905
416,-0.008562725,0.47175208,0.7352623
417,-0.0043560616,0.4724823,0.73407257
418,-0.003989193,0.4736811,0.7362723
419,0.0001387569,0.4766176,0.7410425
420,-0.0040384205,0.47585464,0.73938096
421,0.00046185032,0.4757925,0.74249285
422,-0.0023454302,0.47363156,0.7354097
423,-0.000049757055,0.4701499,0.7291795
424,0.0021546576,0.46865466,0.7282313
425,-0.0002843953,0.47109362,0.7299494
426,-0.001913626,0.46927044,0.7263004
427,-0.0031021866,0.4683624,0.725861
428,-0.0051704147,0.47089365,0.7322734
429,-0.0026474542,0.47308666,0.7354447
430,-0.00057679374,0.47138625,0.73348206
431,-0.0023559774,0.47092125,0.73298013
432,0.00037772645,0.46887258,0.73210573
433,0.00013563107,0.46734127,0.72714204
434,0.002013873,0.46486366,0.7245159
435,0.00305276,0.46555427,0.72457266
436,0.0014133187,0.4677175,0.7287361
437,-0.00068273843,0.46679622,0.7283701
438,0.0018770796,0.46918058,0.7295559
439,0.0014420893,0.47022069,0.73246664
440,0.004709462,0.46951962,0.7312111
441,0.0057570054,0.46549127,0.7259056
442,0.0050038463,0.4649681,0.7241811
443,0.0034161927,0.46372798,0.72173065
444,0.00590417,0.46422544,0.72669417
445,0.0042241057,0.46158957,0.71833473
446,0.0011010831,0.46167502,0.7217107
447,0.0036377795,0.46243384,0.7207098
448,0.006468221,0.4641324,0.7238093
449,0.005454935,0.4662028,0.7251846
450,0.0029614684,0.46586636,0.72706467
451,0.003394224,0.46728212,0.7320959
452,0.005458107,0.46657884,0.72879416
453,0.002121565,0.4670937,0.72758967
454,0.003133393,0.46633726,0.7292341
455,0.0019161133,0.46669844,0.7291859
456,0.001750797,0.46646416,0.7276886
457,-0.0009982415,0.46549672,0.7270761
458,-0.0018151946,0.46381795,0.72610176
459,-0.003494271,0.4655955,0.72665244
460,-0.0030306582,0.46310735,0.7213191
461,-0.0050069983,0.4622345,0.71938866
462,-0.0048711644,0.46399167,0.7233429
463,-0.0041768923,0.4648185,0.71864
464,-0.003942246,0.4645561,0.71893203
465,-0.0030614035,0.46844882,0.7239308
466,-0.0031076097,0.4676757,0.7212215
467,-0.008560137,0.46686774,0.72155917
468,-0.009654956,0.4675322,0.72423613
469,-0.012972735,0.47673127,0.73760426
470,-0.0071798293,0.47976908,0.74499005
471,-0.003758903,0.48172957,0.75124633
472,-0.005105616,0.48093224,0.7465959
473,-0.0050105113,0.484077,0.7543112
474,-0.010136955,0.4841935,0.7531425
475,-0.009014431,0.4875662,0.7563329
476,-0.012662332,0.48736173,0.75763357
477,-0.014010678,0.49130338,0.7593393
478,-0.012127624,0.49449342,0.769327
479,-0.010330266,0.49654955,0.7716726
480,-0.006994358,0.4982536,0.77241665
481,-0.004863156,0.4985067,0.77547985
482,-0.010259854,0.49858746,0.7740128
483,-0.013337572,0.50045156,0.7773186
484,-0.007260214,0.5035086,0.7862709
485,-0.0053984476,0.5059528,0.789496
486,-0.006521173,0.50483716,0.7866902
487,-0.0002883735,0.5104356,0.7979631
488,-0.004085894,0.5105979,0.7965484
489,0.0028029424,0.51300937,0.79645115
490,0.0035504354,0.5085851,0.79022074
491,-0.0007535548,0.50737584,0.78830075
492,-0.00754988,0.5029851,0.7828139
493,-0.002427194,0.4994685,0.7774015
494,0.0039953245,0.49662778,0.7725475
495,0.0011288021,0.4969958,0.774235
496,0.004258846,0.49486265,0.76949835
497,0.005744366,0.49521974,0.76807564
498,-0.00018713379,0.49436656,0.7659122
499,-0.0024696083,0.49854824,0.76882917
500,0.0030091803,0.49888793,0.7739535
501,0.004260625,0.4990625,0.77259636
502,0.0019883553,0.49489465,0.7664719
503,0.005052766,0.49418163,0.76493424
504,0.00008062919,0.48814663,0.7566038
505,0.00026299705,0.4899424,0.75650716
506,-0.00085750147,0.48608947,0.7513264
507,-0.0039903484,0.48567528,0.75112617
508,-0.010772893,0.4873025,0.74952465
509,-0.0047839587,0.49308878,0.7567142
510,-0.0073311543,0.49435222,0.76350856
511,-0.003038631,0.49328098,0.7625414
512,-0.0063710306,0.49300268,0.76215994
513,-0.004809356,0.48935318,0.7597166
514,-0.006498153,0.4896991,0.7584622
515,-0.0037373237,0.48827878,0.75678706
516,-0.010999019,0.48776186,0.75494236
517,-0.0068776594,0.48882696,0.75853974
518,-0.0033408955,0.4895996,0.75948465
519,-0.001048994,0.49261627,0.7658826
520,-0.0031464847,0.49105242,0.7626256
521,-0.00610618,0.48927855,0.7631707
522,-0.0067617074,0.49067506,0.7622789
523,-0.003366468,0.48696727,0.75709057
524,-0.006952045,0.48814234,0.75622785
525,-0.008522075,0.4903036,0.76273155
526,-0.0066646803,0.48831084,0.7628256
527,-0.00696656,0.4873615,0.7590776
528,-0.008586517,0.48836556,0.7595042
529,-0.0024152447,0.49159202,0.7598627
530,-0.0049180193,0.49001822,0.75798947
531,-0.005704436,0.48967877,0.7590178
532,-0.004473888,0.48753121,0.75455767
533,-0.006373683,0.48555708,0.7546993
534,-0.0063666855,0.4844234,0.7476514
535,-0.0061177276,0.48504,0.7512686
536,-0.0011236749,0.48768097,0.7530958
537,-0.0015577137,0.48933566,0.7548319
538,-0.0049795564,0.49205872,0.7595101
539,0.00013878953,0.49148127,0.7589687
540,-0.0031307992,0.48981217,0.75360316
541,-0.00088131253,0.4916399,0.7565245
542,-0.0032494012,0.48923662,0.75488913
543,0.0004113116,0.4880499,0.753096
544,0.0050784987,0.4867275,0.7522925
545,0.0050454447,0.49080762,0.75859165
546,0.0033413805,0.48891413,0.756509
547,0.0028769118,0.48744446,0.7549544
548,-0.00042910245,0.49078915,0.757609
549,-0.001758874,0.49256042,0.7628394
550,-0.0003289877,0.48906487,0.7575612
551,0.0055226246,0.48916146,0.7585728
552,0.0053009074,0.4903524,0.76150113
553,0.004943785,0.48874834,0.7605009
554,0.0026654105,0.48360306,0.7503767
555,0.0037766357,0.49028802,0.7646916
556,-0.002825239,0.48809493,0.7597724
557,-0.004648505,0.4878247,0.75744265
558,-0.0065242276,0.49020964,0.7605205
559,-0.008178585,0.49441582,0.7651926
560,-0.0070661334,0.4903818,0.7586494
561,-0.00041321127,0.48748422,0.7549201
562,-0.007438333,0.48804706,0.7574266
563,-0.006899708,0.48839796,0.757217
564,-0.007461217,0.48512092,0.74950933
565,-0.0049890624,0.48507744,0.7521634
566,-0.0065668905,0.48379698,0.7471115
567,-0.0056385007,0.4865071,0.7507939
568,-0.014547975,0.4886013,0.7517507
569,-0.006062921,0.49379852,0.7600132
570,-0.011522665,0.49029025,0.7541218
571,-0.011844834,0.48907152,0.7520747
572,-0.012894441,0.48769724,0.75182116
573,-0.006913395,0.48651856,0.7495131
574,-0.00960991,0.48519522,0.7474346
575,-0.009517666,0.48533636,0.7481
576,-0.010375127,0.48639035,0.7559901
577,-0.0123624,0.48665896,0.7526143
578,-0.009644085,0.48950264,0.757062
579,-0.006570999,0.49063113,0.76100737
580,-0.006549342,0.49421772,0.7674236
581,-0.010763614,0.49214694,0.7638138
582,-0.006660488,0.49345696,0.7679438
583,-0.0021376438,0.49185246,0.7641091
584,-0.0062875994,0.49187788,0.76571673
585,-0.0051048105,0.489124,0.761223
586,-0.0015340698,0.4912479,0.76365507
587,-0.001840174,0.49210393,0.7626065
588,-0.0032289743,0.49550396,0.7679838
589,-0.0012350503,0.5001018,0.77400655
590,-0.005192034,0.5017661,0.77487576
591,-0.0012465492,0.4987078,0.7675588
592,-0.00037586963,0.49975654,0.77123636
593,0.0017446876,0.4994867,0.77198595
594,0.005679635,0.499137,0.7704103
595,0.00045994125,0.49958998,0.76916486
596,0.0011473137,0.49915954,0.7688922
597,0.0021931902,0.502925,0.77446306
598,-0.0002937713,0.50629884,0.77666384
599,0.005074468,0.50920016,0.7813378
600,0.0009802281,0.5087009,0.77773714
601,0.0008276543,0.50979096,0.78282917
602,-0.0049473257,0.50831,0.77950627
603,-0.007090362,0.5110718,0.784775
604,-0.008342054,0.51204455,0.7846257
605,-0.009084571,0.50907683,0.7811417
606,-0.015536249,0.5142495,0.79311675
607,-0.013292635,0.512254,0.7893515
608,-0.01455991,0.51979524,0.80000806
609,-0.010844936,0.5186525,0.79742444
610,-0.010405286,0.51361394,0.7909602
611,-0.008371364,0.5116226,0.78800595
612,-0.0126253255,0.5100684,0.78604656
613,-0.011494719,0.5081339,0.78204894
614,-0.012175302,0.5096438,0.7869656
615,-0.00951855,0.50851494,0.7865012
616,-0.006816392,0.5055611,0.77820486
617,-0.0047910544,0.50548714,0.7801169
618,-0.012500611,0.50754756,0.78375185
619,-0.011530749,0.5092594,0.7843918
620,-0.011508744,0.5058656,0.77748084
621,-0.0025955979,0.50609225,0.77597845
622,-0.000114642426,0.5047075,0.77424175
623,-0.00009192413,0.5006672,0.7695062
624,0.0047251834,0.49980858,0.76689047
625,0.0010740303,0.49626845,0.7632154
626,0.008337236,0.4943824,0.76221156
627,0.004264811,0.49670362,0.761758
628,-0.0022034084,0.49921942,0.7652712
629,-0.0040886328,0.49980253,0.76841295
630,-0.0016344045,0.49992248,0.7682619
631,-0.0025027862,0.50031674,0.7707312
632,-0.000007068006,0.49672088,0.76174194
633,0.0028927124,0.4979461,0.76513904
634,-0.0015847774,0.49627057,0.76254284
635,0.0040557985,0.4967775,0.76485646
636,-0.00038294986,0.5008977,0.7721498
637,-0.0023539765,0.50274575,0.77474123
638,-0.0047632386,0.50291395,0.77390194
639,0.00091865764,0.50225526,0.7725555
640,0.0008149846,0.49999338,0.770136
641,-0.0007330736,0.4978565,0.76852244
642,-0.0055072885,0.4991562,0.7691731
643,-0.0035000034,0.4979184,0.76749724
644,-0.002675976,0.49697044,0.76681787
645,-0.0045105373,0.49566752,0.76371616
646,-0.0037216784,0.49599752,0.7639772
647,0.001100882,0.49571922,0.7635305
648,-0.002653665,0.500032,0.77019584
649,-0.0009970241,0.50526965,0.77843505
650,-0.0050889095,0.50673765,0.78068405
651,-0.003204145,0.50841624,0.7811305
652,-0.0015318095,0.50745845,0.7812794
653,-0.0043077236,0.5065054,0.7775109
654,-0.008674647,0.50560564,0.7763595
655,-0.0021568493,0.50822324,0.77834535
656,-0.0046488964,0.50806946,0.77894545
657,-0.0044808188,0.50852823,0.77892697
658,-0.0030387638,0.5122344,0.7781656
659,-0.0038327633,0.5170824,0.7889271
660,-0.0089083165,0.517923,0.7916052
661,-0.0069371886,0.51649696,0.7844353
662,-0.0056656604,0.51512456,0.785303
663,-0.011158628,0.5138298,0.7832576
664,-0.006799693,0.5129874,0.78279334
665,-0.004664189,0.515609,0.7868451
666,-0.0061934474,0.5133601,0.78261566
667,-0.01204711,0.51578456,0.7855882
668,-0.011727604,0.52107286,0.79520553
669,-0.011964387,0.52381444,0.7998991
