date_id,rows,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78
10,6792,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,20.715547703180214,6.6401648998822145,8.907538280329799,20.715547703180214,6.6401648998822145,8.907538280329799,6.9493521790341575,6.9493521790341575,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,15.385747938751473,13.663133097762072,13.898704358068315,6.9493521790341575,6.9493521790341575,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
11,5943,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,7.420494699646643,7.420494699646643,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,3.4494363116271245,2.271580010095911,2.4566717146222445,7.420494699646643,7.420494699646643,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
12,6792,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,5.3150765606596,5.3150765606596,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,7.243816254416961,5.329799764428739,5.624263839811543,5.3150765606596,5.3150765606596,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
13,11037,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8630968560297183,0.08154389779831477,0.5526864184108,0.07248346470961312,0.07248346470961312,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.583944912566821,0.7067137809187279,3.8053818972546885,15.583944912566821,0.7067137809187279,3.8053818972546885,11.669837818247712,11.669837818247712,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.07248346470961312,0.07248346470961312,1.0600706713780919,0.0,0.0,0.0,1.8755096493612395,1.7486635861194164,1.76678445229682,11.669837818247712,11.669837818247712,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
14,6792,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,13.206713780918728,13.206713780918728,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,12.441107184923439,10.792108362779741,11.116018845700824,13.206713780918728,13.206713780918728,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
15,5943,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,19.518761568231533,4.8965169106511865,7.689718997139491,19.518761568231533,4.8965169106511865,7.689718997139491,7.773851590106007,7.773851590106007,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,13.831398283695103,11.93000168265186,12.249705535924617,7.773851590106007,7.773851590106007,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
16,6792,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,21.819787985865723,21.819787985865723,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,23.704358068315663,21.849234393404004,22.158421672555946,21.819787985865723,21.819787985865723,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
17,6792,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,14.826266195524147,14.826266195524147,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,15.753828032979978,14.41401648998822,14.575971731448764,14.826266195524147,14.826266195524147,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
18,3396,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,14.252061248527681,14.252061248527681,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,16.166077738515902,14.34040047114252,14.634864546525325,14.252061248527681,14.252061248527681,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
19,5094,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,34.94307027875932,34.94307027875932,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,34.35414212799372,32.391048292108366,32.685512367491164,34.94307027875932,34.94307027875932,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
20,11037,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0872519706441968,1.0872519706441968,0.0,0.0,0.0,0.0,0.0,18.936305155386428,4.738606505390957,7.121500407719489,18.936305155386428,4.738606505390957,7.121500407719489,4.928875600253692,4.928875600253692,0.35335689045936397,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,7.882576787170427,6.287940563558939,6.559753556219987,4.928875600253692,4.928875600253692,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
21,12735,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,4.617196702002356,4.617196702002356,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,2.685512367491166,1.6254416961130742,1.7746368276403615,4.617196702002356,4.617196702002356,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
22,9339,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.858978477353036,0.05353892279687333,0.5353892279687333,0.05353892279687333,0.05353892279687333,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,16.115215761858874,16.115215761858874,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.05353892279687333,0.05353892279687333,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,0.0,16.115215761858874,16.115215761858874,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
23,9339,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.097976228718279,0.16061676839061997,3.3194132134061465,15.097976228718279,0.16061676839061997,3.3194132134061465,4.1010814862404965,4.1010814862404965,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,0.6745904272406039,0.5246814434093586,0.5460970125281079,4.1010814862404965,4.1010814862404965,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
24,11886,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,16.170284368164225,1.2788154130910314,4.383308093555444,16.170284368164225,1.2788154130910314,4.383308093555444,16.229177183240786,16.229177183240786,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,20.12451623759044,18.23153289584385,18.534410230523303,16.229177183240786,16.229177183240786,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
25,10188,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,20.632116215155087,6.841382018060463,9.324695720455438,20.632116215155087,6.841382018060463,9.324695720455438,6.605810757754221,6.605810757754221,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,11.376128778955634,9.697683549273656,9.903808402041617,6.605810757754221,6.605810757754221,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
26,9339,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,10.493628868187171,10.493628868187171,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,4.9791198201092195,4.272406039190491,4.422315023021737,10.493628868187171,10.493628868187171,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
27,7641,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,9.278890197618113,9.278890197618113,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,10.522182960345503,9.174191859704226,9.409763120010469,9.278890197618113,9.278890197618113,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
28,8490,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,12.449941107184923,12.449941107184923,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.0600706713780919,0.0,0.0,0.0,0.0,0.0,0.0,12.449941107184923,12.449941107184923,0.0,0.0,0.0,0.0,0.0,0.0,1.0600706713780919,1.0600706713780919,0.0,0.0,0.0,0.0
29,13584,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8268551236749118,0.0,0.47114252061248524,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,19.67756183745583,19.67756183745583,0.0,0.0,0.0,15.076560659599528,0.11778563015312131,3.297997644287397,15.076560659599528,0.11778563015312131,3.297997644287397,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,21.076266195524145,19.515606595995287,19.74381625441696,19.67756183745583,19.67756183745583,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,0.0
