date_id,rows,symbols,time_steps
129,12735,15,849
130,12735,15,849
131,13584,16,849
132,15282,18,849
133,12735,15,849
134,14433,17,849
135,12735,15,849
136,11886,14,849
137,13584,16,849
138,12735,15,849
139,11886,14,849
140,12735,15,849
141,11886,14,849
142,16131,19,849
143,15282,18,849
144,16131,19,849
145,16131,19,849
146,15282,18,849
147,15282,18,849
148,16131,19,849
149,15282,18,849
150,16131,19,849
151,16131,19,849
152,15282,18,849
153,16980,20,849
154,15282,18,849
155,15282,18,849
156,13584,16,849
157,14433,17,849
158,13584,16,849
159,14433,17,849
160,16131,19,849
161,11037,13,849
162,11886,14,849
163,8490,10,849
164,14433,17,849
165,14433,17,849
166,14433,17,849
167,14433,17,849
168,16131,19,849
169,16131,19,849
170,16131,19,849
171,16131,19,849
172,15282,18,849
173,15282,18,849
174,16131,19,849
175,15282,18,849
176,13584,16,849
177,15282,18,849
178,14433,17,849
179,12735,15,849
180,14433,17,849
181,14433,17,849
182,16131,19,849
183,14433,17,849
184,16131,19,849
185,16131,19,849
186,16131,19,849
187,16131,19,849
188,16131,19,849
189,16131,19,849
190,15282,18,849
191,16980,20,849
192,16131,19,849
193,16980,20,849
194,16131,19,849
195,16131,19,849
196,16131,19,849
197,16131,19,849
198,16131,19,849
199,16131,19,849
200,15282,18,849
201,15282,18,849
202,13584,16,849
203,16131,19,849
204,16131,19,849
205,16980,20,849
206,16980,20,849
207,16131,19,849
208,16131,19,849
209,16131,19,849
210,16980,20,849
211,15282,18,849
212,16980,20,849
213,16980,20,849
214,16980,20,849
215,16980,20,849
216,16980,20,849
217,16980,20,849
218,16980,20,849
219,16131,19,849
220,16131,19,849
221,16131,19,849
222,16131,19,849
223,16131,19,849
224,14433,17,849
225,16980,20,849
226,16131,19,849
227,16980,20,849
228,16980,20,849
229,16980,20,849
230,16131,19,849
231,16980,20,849
232,16980,20,849
233,16980,20,849
234,16131,19,849
235,16131,19,849
236,16131,19,849
237,16131,19,849
238,16980,20,849
239,16980,20,849
240,16980,20,849
241,16131,19,849
242,16131,19,849
243,16131,19,849
244,15282,18,849
245,16980,20,849
246,16980,20,849
247,16131,19,849
248,16980,20,849
249,16980,20,849
250,16980,20,849
251,16980,20,849
252,16980,20,849
253,16980,20,849
254,16980,20,849
255,16131,19,849
256,16980,20,849
257,16980,20,849
258,16980,20,849
259,16131,19,849
260,16980,20,849
261,16980,20,849
262,15282,18,849
263,16131,19,849
264,16980,20,849
265,16131,19,849
266,16131,19,849
267,16131,19,849
268,16980,20,849
269,16980,20,849
270,16980,20,849
271,16980,20,849
272,16980,20,849
273,16980,20,849
274,16980,20,849
275,16980,20,849
276,16980,20,849
277,16980,20,849
278,16980,20,849
279,16980,20,849
280,16980,20,849
281,16980,20,849
282,16980,20,849
283,16980,20,849
284,16980,20,849
285,16131,19,849
286,16131,19,849
287,16980,20,849
288,16980,20,849
289,16980,20,849
290,16131,19,849
291,16980,20,849
292,16131,19,849
293,16980,20,849
294,16980,20,849
295,16980,20,849
296,16980,20,849
297,16980,20,849
298,16980,20,849
299,16980,20,849
300,16980,20,849
301,16980,20,849
302,16980,20,849
303,16980,20,849
304,16980,20,849
305,16980,20,849
306,16980,20,849
307,16980,20,849
308,16980,20,849
309,16980,20,849
310,16131,19,849
311,16980,20,849
312,16980,20,849
313,16980,20,849
314,16980,20,849
315,16980,20,849
316,16980,20,849
317,16980,20,849
318,16980,20,849
319,16980,20,849
320,16980,20,849
321,16980,20,849
322,16980,20,849
323,16980,20,849
324,16980,20,849
325,16980,20,849
326,16980,20,849
327,16980,20,849
328,16980,20,849
329,16980,20,849
330,16980,20,849
331,16980,20,849
332,16980,20,849
333,16980,20,849
334,16980,20,849
335,16980,20,849
336,16980,20,849
337,16980,20,849
338,16131,19,849
339,16980,20,849
340,16980,20,849
341,16980,20,849
342,16980,20,849
343,16980,20,849
344,16980,20,849
345,15282,18,849
346,16980,20,849
347,16980,20,849
348,16980,20,849
349,16131,19,849
350,16131,19,849
351,16131,19,849
352,16980,20,849
353,16980,20,849
354,16980,20,849
355,16980,20,849
356,16980,20,849
357,16980,20,849
358,16131,19,849
359,16131,19,849
360,16131,19,849
361,16131,19,849
362,16980,20,849
363,16980,20,849
364,16980,20,849
365,16131,19,849
366,16131,19,849
367,16131,19,849
368,16980,20,849
369,16980,20,849
370,16980,20,849
371,16131,19,849
372,15282,18,849
373,15282,18,849
374,16980,20,849
375,16980,20,849
376,16980,20,849
377,16131,19,849
378,16980,20,849
379,16980,20,849
380,16131,19,849
381,16980,20,849
382,16980,20,849
383,15282,18,849
384,16131,19,849
385,16131,19,849
386,16980,20,849
387,16980,20,849
388,16131,19,849
389,16980,20,849
390,16980,20,849
391,16131,19,849
392,16980,20,849
393,16980,20,849
394,16980,20,849
395,16980,20,849
396,16980,20,849
397,16980,20,849
398,16131,19,849
399,15282,18,849
400,16980,20,849
401,16980,20,849
402,16980,20,849
403,16980,20,849
404,16131,19,849
405,16980,20,849
406,16131,19,849
407,16980,20,849
408,16980,20,849
409,16131,19,849
410,16980,20,849
411,16980,20,849
412,16131,19,849
413,16980,20,849
414,16980,20,849
415,16980,20,849
416,16980,20,849
417,16980,20,849
418,16980,20,849
419,16980,20,849
420,16980,20,849
421,16980,20,849
422,16980,20,849
423,16980,20,849
424,16980,20,849
425,16980,20,849
426,16980,20,849
427,16980,20,849
428,16980,20,849
429,16131,19,849
430,16980,20,849
431,16980,20,849
432,16980,20,849
433,16980,20,849
434,16980,20,849
435,16980,20,849
436,16980,20,849
437,16980,20,849
438,16980,20,849
439,16980,20,849
440,16980,20,849
441,16980,20,849
442,16980,20,849
443,16980,20,849
444,16980,20,849
445,16980,20,849
446,16980,20,849
447,16980,20,849
448,16980,20,849
449,16131,19,849
450,16980,20,849
451,16980,20,849
452,16980,20,849
453,16980,20,849
454,16980,20,849
455,16980,20,849
456,16980,20,849
457,16980,20,849
458,16980,20,849
459,16980,20,849
460,16980,20,849
461,16980,20,849
462,16980,20,849
463,16980,20,849
464,16980,20,849
465,16980,20,849
466,16980,20,849
467,16980,20,849
468,16980,20,849
469,16980,20,849
470,16980,20,849
471,16980,20,849
472,16980,20,849
473,16980,20,849
474,16980,20,849
475,16980,20,849
476,16980,20,849
477,16980,20,849
478,16980,20,849
479,16980,20,849
480,16980,20,849
481,16980,20,849
482,16980,20,849
483,16980,20,849
484,23772,28,849
485,23772,28,849
486,23772,28,849
487,24621,29,849
488,24621,29,849
489,24621,29,849
490,24621,29,849
491,24621,29,849
492,24621,29,849
493,23772,28,849
494,23772,28,849
495,23772,28,849
496,23772,28,849
497,23772,28,849
498,23772,28,849
499,23772,28,849
500,23772,28,849
501,23772,28,849
502,23772,28,849
503,22923,27,849
504,22074,26,849
505,23772,28,849
506,23772,28,849
507,23772,28,849
508,23772,28,849
509,23772,28,849
510,23772,28,849
511,22923,27,849
512,23772,28,849
513,23772,28,849
514,23772,28,849
515,23772,28,849
516,23772,28,849
517,23772,28,849
518,23772,28,849
519,23772,28,849
520,23772,28,849
521,23772,28,849
522,23772,28,849
523,23772,28,849
524,23772,28,849
525,23772,28,849
526,23772,28,849
527,23772,28,849
528,23772,28,849
529,23772,28,849
530,23772,28,849
531,23772,28,849
532,23772,28,849
533,23772,28,849
534,23772,28,849
535,23772,28,849
536,19527,23,849
537,22923,27,849
538,23772,28,849
539,23772,28,849
540,23772,28,849
541,23772,28,849
542,23772,28,849
543,23772,28,849
544,23772,28,849
545,23772,28,849
546,23772,28,849
547,23772,28,849
548,23772,28,849
549,23772,28,849
550,23772,28,849
551,23772,28,849
552,22074,26,849
553,24621,29,849
554,24621,29,849
555,24621,29,849
556,24621,29,849
557,24621,29,849
558,24621,29,849
559,24621,29,849
560,24621,29,849
561,24621,29,849
562,24621,29,849
563,24621,29,849
564,24621,29,849
565,24621,29,849
566,24621,29,849
567,24621,29,849
568,24621,29,849
569,24621,29,849
570,24621,29,849
571,24621,29,849
572,24621,29,849
573,23772,28,849
574,24621,29,849
575,23772,28,849
576,24621,29,849
577,24621,29,849
578,23772,28,849
579,24621,29,849
580,23772,28,849
581,23772,28,849
582,23772,28,849
583,23772,28,849
584,23772,28,849
585,23772,28,849
586,23772,28,849
587,23772,28,849
588,22923,27,849
589,23772,28,849
590,23772,28,849
591,23772,28,849
592,23772,28,849
593,23772,28,849
594,23772,28,849
595,23772,28,849
596,23772,28,849
597,23772,28,849
598,23772,28,849
599,23772,28,849
600,22923,27,849
601,23772,28,849
602,22923,27,849
603,23772,28,849
604,23772,28,849
605,22923,27,849
606,22923,27,849
607,22923,27,849
608,22923,27,849
609,22923,27,849
610,22923,27,849
611,22074,26,849
612,22923,27,849
613,22923,27,849
614,22923,27,849
615,22074,26,849
616,22923,27,849
617,22923,27,849
618,22074,26,849
619,22923,27,849
620,22923,27,849
621,22923,27,849
622,22923,27,849
623,22923,27,849
624,22923,27,849
625,22923,27,849
626,22923,27,849
627,22923,27,849
628,22923,27,849
629,22074,26,849
630,21225,25,849
631,22074,26,849
632,19527,23,849
633,22923,27,849
634,22923,27,849
635,22923,27,849
636,22923,27,849
637,22923,27,849
638,22923,27,849
639,22923,27,849
640,22923,27,849
641,22923,27,849
642,22923,27,849
643,22923,27,849
644,22923,27,849
645,22923,27,849
646,22923,27,849
647,22923,27,849
648,22923,27,849
649,22923,27,849
650,22923,27,849
651,22074,26,849
652,23772,28,849
653,23772,28,849
654,23772,28,849
655,23772,28,849
656,22923,27,849
657,23772,28,849
658,23772,28,849
659,23772,28,849
660,23772,28,849
661,23772,28,849
662,23772,28,849
663,23772,28,849
664,23772,28,849
665,23772,28,849
666,23772,28,849
667,23772,28,849
668,23772,28,849
669,22923,27,849
670,23772,28,849
671,23772,28,849
672,24621,29,849
673,24621,29,849
674,24621,29,849
675,24621,29,849
676,24621,29,849
677,28072,29,968
678,28072,29,968
679,28072,29,968
680,28072,29,968
681,28072,29,968
682,28072,29,968
683,28072,29,968
684,28072,29,968
685,28072,29,968
686,28072,29,968
687,28072,29,968
688,28072,29,968
689,28072,29,968
690,28072,29,968
691,28072,29,968
692,28072,29,968
693,28072,29,968
694,28072,29,968
695,28072,29,968
696,27104,28,968
697,28072,29,968
698,28072,29,968
699,28072,29,968
700,28072,29,968
701,28072,29,968
702,27104,28,968
703,28072,29,968
704,28072,29,968
705,28072,29,968
706,28072,29,968
707,28072,29,968
708,28072,29,968
709,28072,29,968
710,28072,29,968
711,28072,29,968
712,28072,29,968
713,28072,29,968
714,28072,29,968
715,28072,29,968
716,28072,29,968
717,28072,29,968
718,28072,29,968
719,28072,29,968
720,28072,29,968
721,28072,29,968
722,28072,29,968
723,28072,29,968
724,28072,29,968
725,28072,29,968
726,28072,29,968
727,28072,29,968
728,28072,29,968
729,27104,28,968
730,27104,28,968
731,28072,29,968
732,28072,29,968
733,27104,28,968
734,28072,29,968
735,30976,32,968
736,30976,32,968
737,30976,32,968
738,30976,32,968
739,30976,32,968
740,30976,32,968
741,30976,32,968
742,30976,32,968
743,30976,32,968
744,30976,32,968
745,30976,32,968
746,30976,32,968
747,30976,32,968
748,30976,32,968
749,30976,32,968
750,30976,32,968
751,30976,32,968
752,30976,32,968
753,30976,32,968
754,30976,32,968
755,30976,32,968
756,30976,32,968
757,30976,32,968
758,30976,32,968
759,30976,32,968
760,30976,32,968
761,30976,32,968
762,30976,32,968
763,30976,32,968
764,30976,32,968
765,30976,32,968
766,30976,32,968
767,30976,32,968
768,30976,32,968
769,30976,32,968
770,30976,32,968
771,30976,32,968
772,30976,32,968
773,30976,32,968
774,30976,32,968
775,30976,32,968
776,30976,32,968
777,30976,32,968
778,30976,32,968
779,30976,32,968
780,30976,32,968
781,30976,32,968
782,30976,32,968
783,30976,32,968
784,30976,32,968
785,30976,32,968
786,30008,31,968
787,30976,32,968
788,29040,30,968
789,18392,19,968
790,22264,23,968
791,30008,31,968
792,29040,30,968
793,30008,31,968
794,28072,29,968
795,25168,26,968
796,27104,28,968
797,28072,29,968
798,28072,29,968
799,29040,30,968
800,29040,30,968
801,29040,30,968
802,30976,32,968
803,30008,31,968
804,30976,32,968
805,30976,32,968
806,30976,32,968
807,30008,31,968
808,30008,31,968
809,30976,32,968
810,27104,28,968
811,30008,31,968
812,30976,32,968
813,30976,32,968
814,30976,32,968
815,30976,32,968
816,30976,32,968
817,30976,32,968
818,30008,31,968
819,30976,32,968
820,30008,31,968
821,30976,32,968
822,30976,32,968
823,30976,32,968
824,30008,31,968
825,30976,32,968
826,30976,32,968
827,30976,32,968
828,20328,21,968
829,30976,32,968
830,30976,32,968
831,30008,31,968
832,30976,32,968
833,30976,32,968
834,30976,32,968
835,30976,32,968
836,28072,29,968
837,30976,32,968
838,30976,32,968
839,30008,31,968
840,30976,32,968
841,30976,32,968
842,30976,32,968
843,30976,32,968
844,30976,32,968
845,30976,32,968
846,30976,32,968
847,30976,32,968
848,30976,32,968
849,30976,32,968
850,30976,32,968
851,30976,32,968
852,30008,31,968
853,29040,30,968
854,30976,32,968
855,30976,32,968
856,30976,32,968
857,30976,32,968
858,30976,32,968
859,30976,32,968
860,30976,32,968
861,30976,32,968
862,30976,32,968
863,30976,32,968
864,30008,31,968
865,30976,32,968
866,30976,32,968
867,30976,32,968
868,30976,32,968
869,30976,32,968
870,30976,32,968
871,30976,32,968
872,30976,32,968
873,30976,32,968
874,30976,32,968
875,30976,32,968
876,30976,32,968
877,30976,32,968
878,30976,32,968
879,30976,32,968
880,30976,32,968
881,30008,31,968
882,27104,28,968
883,27104,28,968
884,30008,31,968
885,29040,30,968
886,30008,31,968
887,30008,31,968
888,30008,31,968
889,30008,31,968
890,30008,31,968
891,29040,30,968
892,29040,30,968
893,28072,29,968
894,30008,31,968
895,30008,31,968
896,30008,31,968
897,30008,31,968
898,30008,31,968
899,30008,31,968
900,30008,31,968
901,30008,31,968
902,30008,31,968
903,30008,31,968
904,30008,31,968
905,30008,31,968
906,29040,30,968
907,30008,31,968
908,30008,31,968
909,30008,31,968
910,30008,31,968
911,30008,31,968
912,30008,31,968
913,30008,31,968
914,30008,31,968
915,30008,31,968
916,30008,31,968
917,30008,31,968
918,30008,31,968
919,29040,30,968
920,30008,31,968
921,30008,31,968
922,30008,31,968
923,30008,31,968
924,30008,31,968
925,30008,31,968
926,30008,31,968
927,30008,31,968
928,30008,31,968
929,30008,31,968
930,30008,31,968
931,30008,31,968
932,30008,31,968
933,30008,31,968
934,30008,31,968
935,30008,31,968
936,30008,31,968
937,30976,32,968
938,30976,32,968
939,30976,32,968
940,30008,31,968
941,30976,32,968
942,30008,31,968
943,30976,32,968
944,30976,32,968
945,31944,33,968
946,30976,32,968
947,28072,29,968
948,30976,32,968
949,28072,29,968
950,31944,33,968
951,31944,33,968
952,34848,36,968
953,34848,36,968
954,31944,33,968
955,33880,35,968
956,32912,34,968
957,32912,34,968
958,32912,34,968
959,33880,35,968
960,32912,34,968
961,31944,33,968
962,32912,34,968
963,31944,33,968
964,32912,34,968
965,30976,32,968
966,31944,33,968
967,32912,34,968
968,31944,33,968
969,32912,34,968
970,32912,34,968
971,32912,34,968
972,32912,34,968
973,32912,34,968
974,32912,34,968
975,32912,34,968
976,31944,33,968
977,32912,34,968
978,31944,33,968
979,31944,33,968
980,30008,31,968
981,32912,34,968
982,31944,33,968
983,32912,34,968
984,32912,34,968
985,33880,35,968
986,32912,34,968
987,32912,34,968
988,33880,35,968
989,31944,33,968
990,33880,35,968
991,33880,35,968
992,33880,35,968
993,33880,35,968
994,33880,35,968
995,33880,35,968
996,32912,34,968
997,33880,35,968
998,32912,34,968
999,33880,35,968
1000,33880,35,968
1001,32912,34,968
1002,33880,35,968
1003,33880,35,968
1004,33880,35,968
1005,34848,36,968
1006,34848,36,968
1007,34848,36,968
1008,34848,36,968
1009,34848,36,968
1010,34848,36,968
1011,32912,34,968
1012,34848,36,968
1013,34848,36,968
1014,34848,36,968
1015,34848,36,968
1016,33880,35,968
1017,33880,35,968
1018,32912,34,968
1019,32912,34,968
1020,32912,34,968
1021,32912,34,968
1022,32912,34,968
1023,32912,34,968
1024,34848,36,968
1025,34848,36,968
1026,33880,35,968
1027,34848,36,968
1028,34848,36,968
1029,34848,36,968
1030,34848,36,968
1031,34848,36,968
1032,33880,35,968
1033,33880,35,968
1034,34848,36,968
1035,34848,36,968
1036,34848,36,968
1037,33880,35,968
1038,33880,35,968
1039,34848,36,968
1040,32912,34,968
1041,32912,34,968
1042,34848,36,968
1043,34848,36,968
1044,32912,34,968
1045,34848,36,968
1046,34848,36,968
1047,34848,36,968
1048,34848,36,968
1049,34848,36,968
1050,34848,36,968
1051,34848,36,968
1052,34848,36,968
1053,34848,36,968
1054,34848,36,968
1055,34848,36,968
1056,33880,35,968
1057,34848,36,968
1058,34848,36,968
1059,34848,36,968
1060,34848,36,968
1061,34848,36,968
1062,34848,36,968
1063,36784,38,968
1064,36784,38,968
1065,36784,38,968
1066,36784,38,968
1067,35816,37,968
1068,35816,37,968
1069,35816,37,968
1070,35816,37,968
1071,35816,37,968
1072,34848,36,968
1073,35816,37,968
1074,35816,37,968
1075,35816,37,968
1076,35816,37,968
1077,35816,37,968
1078,35816,37,968
1079,35816,37,968
1080,35816,37,968
1081,35816,37,968
1082,35816,37,968
1083,35816,37,968
1084,35816,37,968
1085,34848,36,968
1086,35816,37,968
1087,35816,37,968
1088,35816,37,968
1089,35816,37,968
1090,35816,37,968
1091,35816,37,968
1092,35816,37,968
1093,35816,37,968
1094,35816,37,968
1095,35816,37,968
1096,35816,37,968
1097,37752,39,968
1098,37752,39,968
1099,37752,39,968
1100,37752,39,968
1101,37752,39,968
1102,37752,39,968
1103,37752,39,968
1104,37752,39,968
1105,37752,39,968
1106,37752,39,968
1107,37752,39,968
1108,37752,39,968
1109,37752,39,968
1110,37752,39,968
1111,37752,39,968
1112,37752,39,968
1113,37752,39,968
1114,37752,39,968
1115,36784,38,968
1116,37752,39,968
1117,37752,39,968
1118,37752,39,968
1119,37752,39,968
1120,37752,39,968
1121,37752,39,968
1122,37752,39,968
1123,36784,38,968
1124,37752,39,968
1125,37752,39,968
1126,37752,39,968
1127,37752,39,968
1128,37752,39,968
1129,37752,39,968
1130,37752,39,968
1131,37752,39,968
1132,37752,39,968
1133,37752,39,968
1134,37752,39,968
1135,37752,39,968
1136,37752,39,968
1137,37752,39,968
1138,37752,39,968
1139,37752,39,968
1140,37752,39,968
1141,37752,39,968
1142,37752,39,968
1143,37752,39,968
1144,37752,39,968
1145,37752,39,968
1146,37752,39,968
1147,37752,39,968
1148,37752,39,968
1149,37752,39,968
1150,37752,39,968
1151,37752,39,968
1152,37752,39,968
1153,37752,39,968
1154,37752,39,968
1155,37752,39,968
1156,37752,39,968
1157,37752,39,968
1158,37752,39,968
1159,37752,39,968
1160,37752,39,968
1161,37752,39,968
1162,37752,39,968
1163,37752,39,968
1164,37752,39,968
1165,37752,39,968
1166,37752,39,968
1167,37752,39,968
1168,37752,39,968
1169,37752,39,968
1170,37752,39,968
1171,37752,39,968
1172,37752,39,968
1173,36784,38,968
1174,37752,39,968
1175,37752,39,968
1176,36784,38,968
1177,37752,39,968
1178,37752,39,968
1179,37752,39,968
1180,37752,39,968
1181,36784,38,968
1182,37752,39,968
1183,37752,39,968
1184,37752,39,968
1185,37752,39,968
1186,36784,38,968
1187,37752,39,968
1188,37752,39,968
1189,37752,39,968
1190,37752,39,968
1191,36784,38,968
1192,36784,38,968
1193,37752,39,968
1194,30976,32,968
1195,37752,39,968
1196,37752,39,968
1197,36784,38,968
1198,37752,39,968
1199,37752,39,968
1200,36784,38,968
1201,34848,36,968
1202,37752,39,968
1203,34848,36,968
1204,36784,38,968
1205,36784,38,968
1206,36784,38,968
1207,37752,39,968
1208,36784,38,968
1209,37752,39,968
1210,36784,38,968
1211,36784,38,968
1212,37752,39,968
1213,37752,39,968
1214,36784,38,968
1215,35816,37,968
1216,37752,39,968
1217,35816,37,968
1218,36784,38,968
1219,32912,34,968
1220,37752,39,968
1221,37752,39,968
1222,37752,39,968
1223,37752,39,968
1224,37752,39,968
1225,36784,38,968
1226,36784,38,968
1227,37752,39,968
1228,37752,39,968
1229,36784,38,968
1230,37752,39,968
1231,36784,38,968
1232,37752,39,968
1233,37752,39,968
1234,37752,39,968
1235,37752,39,968
1236,37752,39,968
1237,37752,39,968
1238,37752,39,968
1239,37752,39,968
1240,37752,39,968
1241,36784,38,968
1242,37752,39,968
1243,36784,38,968
1244,37752,39,968
1245,37752,39,968
1246,29040,30,968
1247,29040,30,968
1248,37752,39,968
1249,37752,39,968
1250,37752,39,968
1251,37752,39,968
1252,37752,39,968
1253,37752,39,968
1254,37752,39,968
1255,37752,39,968
1256,37752,39,968
1257,37752,39,968
1258,37752,39,968
1259,37752,39,968
1260,37752,39,968
1261,37752,39,968
1262,37752,39,968
1263,37752,39,968
1264,37752,39,968
1265,35816,37,968
1266,36784,38,968
1267,37752,39,968
1268,35816,37,968
1269,36784,38,968
1270,37752,39,968
1271,37752,39,968
1272,36784,38,968
1273,37752,39,968
1274,37752,39,968
1275,37752,39,968
1276,37752,39,968
1277,37752,39,968
1278,36784,38,968
1279,36784,38,968
1280,37752,39,968
1281,37752,39,968
1282,37752,39,968
1283,35816,37,968
1284,37752,39,968
1285,37752,39,968
1286,37752,39,968
1287,37752,39,968
1288,37752,39,968
1289,37752,39,968
1290,37752,39,968
1291,37752,39,968
1292,34848,36,968
1293,37752,39,968
1294,36784,38,968
1295,36784,38,968
1296,37752,39,968
1297,37752,39,968
1298,37752,39,968
1299,37752,39,968
1300,37752,39,968
1301,37752,39,968
1302,37752,39,968
1303,37752,39,968
1304,37752,39,968
1305,37752,39,968
1306,37752,39,968
1307,36784,38,968
1308,36784,38,968
1309,37752,39,968
1310,37752,39,968
1311,37752,39,968
1312,37752,39,968
1313,37752,39,968
1314,37752,39,968
1315,37752,39,968
1316,37752,39,968
1317,37752,39,968
1318,37752,39,968
1319,37752,39,968
1320,35816,37,968
1321,37752,39,968
1322,37752,39,968
1323,36784,38,968
1324,37752,39,968
1325,37752,39,968
1326,37752,39,968
1327,37752,39,968
1328,37752,39,968
1329,37752,39,968
1330,35816,37,968
1331,36784,38,968
1332,37752,39,968
1333,37752,39,968
1334,36784,38,968
1335,36784,38,968
1336,37752,39,968
1337,37752,39,968
1338,37752,39,968
1339,37752,39,968
1340,37752,39,968
1341,37752,39,968
1342,37752,39,968
1343,37752,39,968
1344,37752,39,968
1345,37752,39,968
1346,37752,39,968
1347,37752,39,968
1348,37752,39,968
1349,37752,39,968
1350,37752,39,968
1351,37752,39,968
1352,37752,39,968
1353,36784,38,968
1354,37752,39,968
1355,37752,39,968
1356,37752,39,968
1357,37752,39,968
1358,37752,39,968
1359,37752,39,968
1360,37752,39,968
1361,37752,39,968
1362,37752,39,968
1363,37752,39,968
1364,36784,38,968
1365,37752,39,968
1366,37752,39,968
1367,37752,39,968
1368,37752,39,968
1369,34848,36,968
1370,37752,39,968
1371,37752,39,968
1372,36784,38,968
1373,36784,38,968
1374,35816,37,968
1375,37752,39,968
1376,37752,39,968
1377,37752,39,968
1378,36784,38,968
1379,37752,39,968
1380,34848,36,968
1381,34848,36,968
1382,35816,37,968
1383,34848,36,968
1384,36784,38,968
1385,34848,36,968
1386,30976,32,968
1387,30976,32,968
1388,36784,38,968
1389,34848,36,968
1390,33880,35,968
1391,31944,33,968
1392,26136,27,968
1393,30008,31,968
1394,31944,33,968
1395,33880,35,968
1396,35816,37,968
1397,36784,38,968
1398,33880,35,968
1399,35816,37,968
1400,36784,38,968
1401,36784,38,968
1402,35816,37,968
1403,37752,39,968
1404,36784,38,968
1405,36784,38,968
1406,37752,39,968
1407,36784,38,968
1408,37752,39,968
1409,37752,39,968
1410,36784,38,968
1411,36784,38,968
1412,36784,38,968
1413,27104,28,968
1414,36784,38,968
1415,34848,36,968
1416,37752,39,968
1417,36784,38,968
1418,36784,38,968
1419,36784,38,968
1420,37752,39,968
1421,37752,39,968
1422,36784,38,968
1423,36784,38,968
1424,37752,39,968
1425,36784,38,968
1426,36784,38,968
1427,36784,38,968
1428,35816,37,968
1429,36784,38,968
1430,36784,38,968
1431,37752,39,968
1432,35816,37,968
1433,34848,36,968
1434,32912,34,968
1435,31944,33,968
1436,34848,36,968
1437,35816,37,968
1438,35816,37,968
1439,36784,38,968
1440,34848,36,968
1441,35816,37,968
1442,35816,37,968
1443,33880,35,968
1444,35816,37,968
1445,36784,38,968
1446,35816,37,968
1447,37752,39,968
1448,37752,39,968
1449,35816,37,968
1450,36784,38,968
1451,30008,31,968
1452,36784,38,968
1453,35816,37,968
1454,32912,34,968
1455,36784,38,968
1456,30976,32,968
1457,33880,35,968
1458,37752,39,968
1459,37752,39,968
1460,37752,39,968
1461,36784,38,968
1462,37752,39,968
1463,35816,37,968
1464,33880,35,968
1465,37752,39,968
1466,35816,37,968
1467,37752,39,968
1468,37752,39,968
1469,37752,39,968
1470,37752,39,968
1471,35816,37,968
1472,37752,39,968
1473,34848,36,968
1474,36784,38,968
1475,37752,39,968
1476,37752,39,968
1477,37752,39,968
1478,19360,20,968
1479,36784,38,968
1480,37752,39,968
1481,37752,39,968
1482,31944,33,968
1483,37752,39,968
1484,37752,39,968
1485,32912,34,968
1486,34848,36,968
1487,32912,34,968
1488,32912,34,968
1489,36784,38,968
1490,30008,31,968
1491,33880,35,968
1492,34848,36,968
1493,37752,39,968
1494,36784,38,968
1495,35816,37,968
