date_id,responder_6,rolling_mean,rolling_std,shift_score
109,0.7471915,0.8211123,0.12379785,0.014478445
110,0.7785745,0.813015,0.12083741,0.008097291
111,0.82248485,0.8156251,0.12042887,0.0026100874
112,0.72247636,0.8095187,0.12196857,0.0061063766
113,0.72438467,0.79585016,0.11487484,0.013668537
114,0.63278246,0.78289616,0.118042134,0.012953997
115,0.67216754,0.77441514,0.119670354,0.008481026
116,0.76141477,0.77116483,0.11906479,0.003250301
117,0.6834018,0.7498096,0.089671955,0.021355212
118,0.6403343,0.7357141,0.083052695,0.014095545
119,0.66754025,0.73008597,0.08369781,0.005628109
120,0.9283802,0.7485673,0.08467768,0.018481314
121,0.93602085,0.76393527,0.08952321,0.015367985
122,0.9438209,0.7731899,0.09811176,0.009254634
123,0.7665375,0.7721857,0.098069824,0.001004219
124,0.8814476,0.7797865,0.10044398,0.007600844
125,0.792048,0.7768234,0.09908791,0.0029631257
126,0.9708746,0.78412443,0.10780897,0.0073010325
127,0.80866605,0.77992964,0.10496224,0.004194796
128,0.6903552,0.7785452,0.105998956,0.0013844371
129,1.309829,0.80667704,0.15876682,0.028131843
130,1.1890546,0.82720107,0.18004814,0.020524025
131,1.0973566,0.84094465,0.18989101,0.013743579
132,0.92373043,0.85100734,0.18861084,0.010062695
133,0.90491986,0.8600341,0.1865406,0.009026766
134,0.9355302,0.8751715,0.17927104,0.015137374
135,0.8898725,0.8860567,0.17278825,0.010885239
136,0.9932984,0.8976509,0.17176121,0.011594176
137,1.1032871,0.9186452,0.16984586,0.020994306
138,0.91832817,0.9325449,0.15674047,0.013899684
139,0.8673738,0.94253653,0.14487873,0.009991646
140,0.8996805,0.94110155,0.14516816,0.0014349818
141,0.68853456,0.92872727,0.1557839,0.012374282
142,0.8449706,0.92378473,0.15684433,0.0049425364
143,0.87180126,0.92904794,0.15300916,0.0052632093
144,1.1487358,0.9424124,0.16013959,0.013364434
145,1.0144083,0.95353043,0.15683562,0.011118054
146,1.0088927,0.9554313,0.15728664,0.0019008517
147,0.8466485,0.9573304,0.155642,0.0018991232
148,0.855599,0.96559256,0.14472705,0.008262157
149,0.8323738,0.94171983,0.12265117,0.023872733
150,0.8741616,0.9259752,0.10864103,0.015744627
151,1.261565,0.9341856,0.12693872,0.008210421
152,1.0209267,0.9390454,0.12836987,0.004859805
153,1.3317655,0.9603877,0.15509799,0.021342278
154,1.5477132,0.99099684,0.20295803,0.03060913
155,1.1404774,1.003527,0.20411883,0.012530208
156,0.9175161,0.9997379,0.20502008,0.0037891269
157,0.98982465,0.9940649,0.20356864,0.0056729913
158,0.8635926,0.99132806,0.20500332,0.0027368665
159,0.8360845,0.9897636,0.20611542,0.0015644431
160,0.8730621,0.9884327,0.20681249,0.0013309121
161,0.7592085,0.99196637,0.20196557,0.0035336614
162,0.8464791,0.99204177,0.20190807,0.000075399876
163,0.77552485,0.98722804,0.20603126,0.0048137307
164,0.9509704,0.97733974,0.20258892,0.009888291
165,0.96532774,0.97488564,0.20241344,0.002454102
166,0.91453385,0.97016776,0.20267858,0.0047178864
167,0.9498411,0.9753274,0.2006722,0.0051596165
168,0.8445339,0.9747742,0.20103458,0.0005531907
169,0.909072,0.9786091,0.19889536,0.0038349032
170,0.84109485,0.9769557,0.19994396,0.0016533732
171,1.1377976,0.9707673,0.19244629,0.0061883926
172,0.89760226,0.96460116,0.19273007,0.00616616
173,0.98079616,0.94705266,0.1724508,0.017548501
174,1.1668073,0.9280073,0.113622375,0.019045353
175,0.9342875,0.9176978,0.10209929,0.010309517
176,0.85033804,0.91433895,0.10320462,0.003358841
177,0.92745423,0.91122043,0.101735495,0.003118515
178,1.1447113,0.9252764,0.11354347,0.014055967
179,1.0432872,0.9356365,0.114426486,0.010360122
180,1.127766,0.9483717,0.121076204,0.012735188
181,0.9904382,0.95993316,0.112821005,0.011561453
182,0.96855265,0.9660369,0.109616645,0.006103754
183,0.7925322,0.9668872,0.10811664,0.00085026026
184,0.8011505,0.95939624,0.11429141,0.007490933
185,0.75406826,0.9488333,0.12313468,0.010562956
186,0.7692289,0.941568,0.12939261,0.0072652698
187,0.77723074,0.9329375,0.13446875,0.008630514
188,1.2486931,0.9531454,0.14996038,0.020207882
189,0.88120365,0.951752,0.1505199,0.0013933778
190,0.9324449,0.9563195,0.14835574,0.004567504
191,0.8122872,0.94004405,0.14522074,0.016275465
192,0.7432485,0.9323263,0.15155825,0.0077177286
193,0.7290008,0.91973656,0.15765552,0.012589753
194,0.7705994,0.8999262,0.1496661,0.019810379
195,0.713908,0.88890713,0.15501997,0.011019051
196,0.8086319,0.88682187,0.15584442,0.0020852685
197,0.7812018,0.87950927,0.15726233,0.007312596
198,0.7257327,0.8585604,0.14769016,0.020948887
199,0.8243492,0.84761345,0.141251,0.010946929
200,0.8394861,0.8331994,0.1249232,0.014414072
201,0.7302112,0.82018805,0.12117994,0.013011336
202,0.86195886,0.81485844,0.11656749,0.005329609
203,0.71781313,0.8111224,0.118502006,0.0037360191
204,0.80887336,0.81150854,0.118480384,0.0003861189
205,1.1004231,0.8288263,0.1339459,0.017317772
206,1.0693107,0.8438304,0.14339253,0.015004098
207,1.0150002,0.8557189,0.14738132,0.011888504
208,1.1222036,0.84939444,0.13148728,0.00632447
209,1.0366365,0.8571661,0.13790327,0.007771671
210,1.058521,0.8634699,0.14426057,0.006303787
211,1.0141127,0.8735611,0.14751415,0.010091186
212,0.9564304,0.88422024,0.14528768,0.010659158
213,0.98501575,0.897021,0.14213617,0.012800753
214,0.9631491,0.90664846,0.13962127,0.009627461
215,1.1878808,0.9303471,0.14529428,0.023698628
216,0.963746,0.93810284,0.14256965,0.0077557564
217,1.058324,0.95195895,0.13996078,0.013856113
218,1.0476902,0.9680568,0.13078602,0.016097844
219,1.0800298,0.9808408,0.12847531,0.012784004
220,0.9303923,0.9853861,0.12476565,0.0045452714
221,0.9105789,0.9944045,0.111123,0.009018421
222,0.8259139,0.9926022,0.113647744,0.0018022656
223,0.75367683,0.99439543,0.109282926,0.0017932057
224,1.0640876,1.0071561,0.101071686,0.012760699
225,1.0477295,1.0045215,0.099181615,0.0026346445
226,0.86404437,0.9942582,0.10268304,0.010263264
227,0.8838675,0.98770154,0.10543853,0.0065566897
228,0.8855659,0.97586966,0.102795,0.01183188
229,0.9110467,0.9695902,0.102723494,0.0062794685
230,0.76827276,0.95507777,0.10976002,0.01451242
231,0.7769757,0.9432209,0.11569504,0.011856854
232,0.72940314,0.9318695,0.1250869,0.011351407
233,0.77009547,0.9211235,0.129437,0.010746002
234,0.7562412,0.91077816,0.13408643,0.01034534
235,0.8350746,0.8931378,0.11794865,0.017640352
236,0.77291644,0.8835963,0.1196426,0.009541512
237,0.68780124,0.8650702,0.11984953,0.018526077
238,0.6821952,0.84679544,0.11839457,0.018274784
239,0.71399117,0.8284935,0.10830456,0.018301964
240,0.7571818,0.819833,0.10663997,0.008660495
241,0.6461363,0.8066109,0.11109711,0.013222098
242,0.5520772,0.79291904,0.12464143,0.013691843
243,0.5778092,0.7841257,0.13344821,0.008793354
244,0.65913427,0.763878,0.118633635,0.020247698
245,0.74504334,0.74874365,0.098035164,0.015134335
246,0.6950269,0.7402928,0.09480447,0.008450866
247,0.82264966,0.7372319,0.09082993,0.0030608773
248,0.78220665,0.73206395,0.08467804,0.005167961
249,0.7396814,0.72349566,0.0735534,0.008568287
250,0.7100151,0.72058284,0.072836876,0.0029128194
251,0.76320094,0.71989405,0.07233898,0.0006887913
252,0.87497294,0.72717255,0.080238186,0.007278502
253,0.8721775,0.7322766,0.08614192,0.005104065
254,0.73279047,0.73110414,0.08595796,0.001172483
255,0.8118046,0.7299406,0.08462371,0.0011635423
256,0.9081437,0.73670197,0.09320531,0.006761372
257,0.8260336,0.7436136,0.094504476,0.0069116354
258,0.8202764,0.75051767,0.09482462,0.0069040656
259,0.686903,0.74916327,0.095564365,0.0013543963
260,0.7662391,0.7496161,0.0956258,0.0004528165
261,0.858894,0.760254,0.09534201,0.010637939
262,0.74324214,0.7698122,0.082025826,0.009558201
263,0.84321,0.7830823,0.06990094,0.01327008
264,0.83696413,0.79197377,0.06439829,0.008891463
265,0.77082616,0.7932629,0.063663244,0.0012891293
266,0.6575901,0.7913911,0.06715806,0.0018718243
267,0.79038125,0.78977764,0.06675397,0.0016134381
268,0.7869077,0.7900127,0.06673418,0.00023508072
269,0.78781545,0.79241943,0.06568317,0.0024067163
270,0.8523228,0.7995348,0.06397231,0.007115364
271,1.0497453,0.813862,0.084272884,0.014327228
272,0.9583635,0.8180315,0.089364685,0.004169464
273,0.93734837,0.82129014,0.092573516,0.0032586455
274,0.9608855,0.8326948,0.09511228,0.011404693
275,0.76389027,0.8302991,0.09626265,0.002395749
276,0.83371866,0.82657784,0.09451773,0.0037212372
277,0.8367481,0.8271136,0.09454484,0.00053578615
278,0.7376045,0.82298005,0.09664346,0.004133582
279,0.7866358,0.8279667,0.091699116,0.004986644
280,0.8400897,0.83165914,0.090562515,0.0036924481
281,0.91953653,0.83469135,0.09251647,0.0030322075
282,0.73495793,0.83427703,0.09296491,0.0004143119
283,0.77231085,0.83073217,0.09395287,0.003544867
284,0.687978,0.82328284,0.09919299,0.007449329
285,0.6923528,0.8193591,0.10286138,0.003923714
286,0.73606503,0.8232829,0.09773476,0.0039237738
287,0.84801644,0.8261646,0.097563125,0.0028817058
288,0.9078931,0.832214,0.098744564,0.0060493946
289,0.8269663,0.8341715,0.09820466,0.0019574761
290,0.72566,0.8278383,0.101016425,0.0063331723
291,0.9180476,0.8212535,0.08941618,0.006584823
292,0.7474585,0.8107082,0.08470765,0.010545254
293,0.76172984,0.80192727,0.07985229,0.008780956
294,0.72971314,0.7903687,0.07197459,0.011558592
295,0.7371913,0.7890337,0.07273513,0.0013349652
296,0.80957466,0.7878265,0.07215247,0.0012072325
297,0.8251201,0.78724515,0.07178342,0.0005813241
298,0.7604152,0.7883856,0.07113145,0.0011404753
299,0.7382369,0.7859657,0.07201195,0.0024199486
300,0.84230024,0.7860762,0.072101034,0.00011050701
301,0.8037459,0.78028667,0.06513258,0.0057895184
302,0.83121485,0.78509957,0.065163165,0.0048128963
303,0.71667635,0.7823178,0.0669021,0.0027817488
304,0.89877516,0.7928577,0.0678553,0.010539889
305,0.81843853,0.799162,0.06375973,0.006304264
306,0.79001373,0.8018594,0.062068593,0.0026974082
307,0.9065984,0.8047885,0.06564093,0.0029290915
308,0.8874612,0.8037669,0.06409254,0.001021564
309,0.79989827,0.80241346,0.06386225,0.0013534427
310,0.56774527,0.79451776,0.08124705,0.007895708
311,0.7928723,0.78825897,0.075873934,0.0062587857
312,0.90113926,0.795943,0.07923204,0.007684052
313,1.1664381,0.81617844,0.11405982,0.02023542
314,0.9119996,0.82529277,0.11406998,0.009114325
315,0.9906978,0.83796805,0.117789045,0.012675285
316,1.2580608,0.8603924,0.15030244,0.02242434
317,1.4075134,0.88951206,0.19335866,0.02911967
318,1.1059,0.9067863,0.19662328,0.01727426
319,0.9183601,0.91579247,0.19258033,0.009006143
320,0.79349947,0.9133524,0.19386536,0.002440095
321,1.1477478,0.9305525,0.19882584,0.017200112
322,1.3013976,0.9540617,0.21370257,0.023509204
323,0.94689775,0.9655727,0.2063156,0.011511028
324,0.85676414,0.9634722,0.20724325,0.0021005273
325,0.963963,0.9707484,0.20441858,0.007276237
326,1.1496583,0.9887306,0.20349948,0.017982185
327,1.0094979,0.9938756,0.20261252,0.0051450133
328,1.0244606,1.0007255,0.20113596,0.006849885
329,1.2103285,1.0212471,0.20050423,0.02052164
330,1.3471459,1.0602171,0.18267168,0.038969994
331,1.0459739,1.0728722,0.17160794,0.01265502
332,1.269634,1.0912969,0.17198074,0.01842475
333,1.3589157,1.1009208,0.18152733,0.009623885
334,1.1215287,1.1113973,0.1760128,0.01047647
335,1.0948013,1.1166024,0.17378068,0.0052051544
336,0.9315701,1.1002779,0.17512274,0.01632452
337,1.0039068,1.0800976,0.16049927,0.020180345
338,1.2303636,1.0863208,0.16392872,0.0062232018
339,0.95573604,1.0881895,0.1621162,0.0018687248
340,0.9346606,1.0952476,0.1513247,0.0070581436
341,0.8611641,1.0809184,0.15944253,0.014329195
342,1.0184453,1.0667708,0.1511892,0.014147639
343,1.1170186,1.0752769,0.14885767,0.00850606
344,1.1582273,1.09035,0.14060068,0.01507318
345,1.1487428,1.099589,0.13790372,0.009238958
346,0.9520732,1.0897098,0.1411668,0.009879231
347,0.9319135,1.0858305,0.14451335,0.0038793087
348,1.0048897,1.084852,0.14501616,0.0009784698
349,1.1842458,1.0835478,0.14394166,0.0013041496
350,1.3588572,1.0841334,0.14508967,0.00058555603
351,0.87196845,1.0754331,0.15252492,0.008700252
352,0.8895839,1.0564306,0.15072058,0.019002557
353,1.1872225,1.047846,0.13683501,0.008584619
354,1.093824,1.0464607,0.13618854,0.001385212
355,1.1410899,1.0487752,0.13744085,0.0023144484
356,1.3028985,1.0673416,0.14561254,0.01856637
357,1.0140886,1.0678507,0.14539672,0.0005091429
358,0.92249495,1.0524572,0.14357148,0.015393496
359,0.87062293,1.0482016,0.14778881,0.0042556524
360,0.93461335,1.0481993,0.14779073,0.0000022649765
361,0.8830128,1.0492917,0.14640974,0.0010924339
362,0.84803087,1.0407709,0.15310518,0.008520842
363,0.9119584,1.0305179,0.15458931,0.010252953
364,1.2497888,1.0350959,0.1598371,0.0045779943
365,0.8688547,1.0211016,0.16160606,0.013994336
366,0.9597747,1.0214866,0.16144201,0.000385046
367,0.81236553,1.0155094,0.16704878,0.005977273
368,0.767581,1.0036438,0.17602938,0.011865616
369,0.757837,0.98232335,0.178805,0.021320403
370,0.77765244,0.95326316,0.16070172,0.029060185
371,0.8009551,0.94971246,0.16335505,0.0035507083
372,0.7354494,0.94200575,0.1698479,0.0077067018
373,0.891273,0.9272083,0.15996401,0.014797449
374,0.8799183,0.91651297,0.15532123,0.010695338
375,1.0968711,0.91430205,0.15224037,0.002210915
376,1.2995418,0.9141342,0.1517906,0.00016784668
377,1.4847374,0.9376667,0.19765586,0.02353251
378,0.91624427,0.9373542,0.19768605,0.00031250715
379,0.8995215,0.9387991,0.19727783,0.0014448762
380,0.93189114,0.938663,0.1972818,0.0001360774
381,1.0904384,0.9490342,0.19964042,0.010371208
382,0.7481597,0.94404066,0.20351125,0.004993558
383,0.7539329,0.9361394,0.20784393,0.007901251
384,0.7380428,0.91055214,0.19848837,0.02558726
385,1.003484,0.91728354,0.19928114,0.006731391
386,1.0444837,0.921519,0.20112343,0.0042354465
387,0.9010635,0.925954,0.19956172,0.004435003
388,0.7547689,0.9253133,0.20011663,0.0006406903
389,0.7523021,0.9250366,0.20036411,0.00027668476
390,0.7038664,0.92134726,0.20386937,0.0036893487
391,0.812811,0.92194,0.20351782,0.0005927682
392,0.86885977,0.9286106,0.19922473,0.006670594
393,0.7822032,0.9231571,0.20177704,0.005453527
394,0.80895704,0.91960907,0.20319629,0.003548026
395,0.7871145,0.9041212,0.2007645,0.01548785
396,0.7355468,0.8759214,0.18092987,0.028199792
397,1.0250705,0.85293806,0.11765261,0.022983372
398,1.9260952,0.90343064,0.26750988,0.050492585
399,1.9190255,0.9544059,0.3508724,0.050975263
400,1.2738487,0.97150373,0.35797733,0.01709783
401,1.3870742,0.9863356,0.36913565,0.014831841
402,1.1967098,1.0087631,0.36752594,0.0224275
403,1.4209253,1.0421126,0.37340018,0.033349514
404,0.8951608,1.0499685,0.36828396,0.007855892
405,0.7782611,1.0387075,0.37319082,0.011260986
406,0.6928099,1.0211236,0.38110533,0.017583847
407,0.84141755,1.0181415,0.3823257,0.0029821396
408,0.81311893,1.0210589,0.38042808,0.002917409
409,0.7225638,1.019572,0.38159016,0.0014868975
410,0.7165056,1.020204,0.38104987,0.00063192844
411,0.6474115,1.011934,0.38752764,0.008269906
412,0.69901127,1.0034416,0.3926552,0.00849247
413,0.6953054,0.9990967,0.39570108,0.0043448806
414,0.69537526,0.99341756,0.39937162,0.0056791306
415,0.7717521,0.99264944,0.39980385,0.00076812506
416,1.1355292,1.0126486,0.39625436,0.019999146
417,1.0533735,1.0140637,0.39635158,0.0014151335
418,0.75674254,0.9555961,0.33645523,0.058467627
419,0.5892807,0.88910884,0.25837752,0.06648725
420,0.8400648,0.8674196,0.24207349,0.021689236
421,0.98037004,0.8470844,0.21124175,0.020335197
422,0.7955889,0.8270284,0.19469376,0.02005601
423,0.9022283,0.8010936,0.13759145,0.025934815
424,0.88943505,0.8008073,0.13739124,0.0002862811
425,0.8504053,0.80441445,0.13771482,0.003607154
426,0.81972355,0.81076014,0.13520268,0.0063456893
427,0.789555,0.8081671,0.13508102,0.0025930405
428,0.7617038,0.80559623,0.13547051,0.0025708675
429,0.80074114,0.80950516,0.13406922,0.003908932
430,0.93257755,0.8203088,0.13488398,0.01080364
431,0.9120082,0.83353865,0.12991796,0.013229847
432,0.87546676,0.84236133,0.12624086,0.0088226795
433,0.92783225,0.8539877,0.12264085,0.011626363
434,0.8582099,0.8621294,0.116823964,0.008141696
435,1.0428016,0.8756819,0.12141922,0.013552487
436,1.2004112,0.878926,0.12933595,0.003244102
437,0.81679416,0.867097,0.12321524,0.011828959
438,0.78692394,0.8686061,0.12197109,0.0015090704
439,0.87988377,0.8831363,0.10273728,0.014530182
440,0.8700515,0.8846356,0.10229346,0.0014993548
441,0.88934314,0.8800842,0.09980451,0.0045514107
442,0.9286952,0.88673955,0.09830018,0.0066553354
443,1.088885,0.8960724,0.108209446,0.009332836
444,0.9432423,0.8987628,0.10870351,0.0026904345
445,1.052538,0.9088694,0.11327147,0.010106564
446,0.9614954,0.91595805,0.111825906,0.007088661
447,1.2706121,0.94001085,0.1329477,0.024052799
448,1.3781438,0.9708328,0.15844537,0.030821979
449,1.1315386,0.9873727,0.15701452,0.016539872
450,1.1096461,0.99622613,0.15874478,0.0088534355
451,0.9715787,0.99920464,0.15763643,0.0029785037
452,0.8888219,0.9998724,0.15711209,0.00066775084
453,0.8217927,0.99457043,0.16140182,0.0053019524
454,0.9315405,0.99823695,0.15895548,0.0036665201
455,0.9764219,0.994918,0.15866876,0.0033189654
456,0.88717055,0.979256,0.15266334,0.015662014
457,0.85767114,0.98129976,0.15063396,0.0020437837
458,0.919644,0.98793584,0.14441533,0.006636083
459,0.80601174,0.98424226,0.14821894,0.0036935806
460,0.6572612,0.97360265,0.16367833,0.010639608
461,0.66042185,0.96215665,0.1773168,0.011445999
462,0.8276132,0.9571025,0.1797447,0.005054176
463,0.89175206,0.9472459,0.17752925,0.009856582
464,0.7194306,0.9360553,0.18470392,0.011190593
465,0.88702524,0.9277797,0.18290941,0.008275628
466,0.9009661,0.9247532,0.18282293,0.0030264854
467,0.8089202,0.90166867,0.16514765,0.023084521
468,0.7462199,0.87007236,0.12468286,0.031596303
469,0.75879055,0.851435,0.11060658,0.01863736
470,0.7662219,0.8342638,0.09378975,0.017171204
471,0.94056994,0.8327133,0.0916318,0.0015504956
472,0.9992899,0.8382367,0.09828015,0.0055233836
473,0.9319119,0.8437427,0.10037274,0.0055060387
474,0.769549,0.8356431,0.0994467,0.008099616
475,0.670348,0.8203395,0.10019009,0.015303612
476,0.7273483,0.81234837,0.10094991,0.007991135
477,0.74761206,0.80684537,0.10134822,0.005502999
478,1.0058911,0.8111577,0.10801597,0.0043123364
479,0.85768735,0.8137415,0.10850334,0.0025838017
480,0.9279698,0.827277,0.104776554,0.0135355
481,0.68709284,0.82861054,0.10269008,0.0013335347
482,0.86567986,0.83051383,0.10302286,0.0019032955
483,0.783396,0.825096,0.10248065,0.005417824
484,0.80902743,0.82957584,0.09953445,0.0044798255
485,0.8191204,0.82618064,0.09862565,0.0033951998
486,0.69320595,0.8157927,0.101240866,0.010387957
487,0.59781146,0.8052372,0.112386726,0.010555506
488,0.58483773,0.7971681,0.122211084,0.008069098
489,0.84697,0.8015771,0.12234422,0.004409015
490,0.81663305,0.80409753,0.12209653,0.002520442
491,0.797932,0.7969657,0.117795475,0.007131815
492,0.8335325,0.7886778,0.108256035,0.008287907
493,0.9970384,0.79193413,0.11363702,0.003256321
494,0.9186613,0.7993898,0.11693476,0.007455647
495,0.81376755,0.8065608,0.112933956,0.007171035
496,0.86039925,0.81321335,0.11193662,0.006652534
497,0.8637562,0.81902057,0.11136543,0.005807221
498,0.91970634,0.8147113,0.10525372,0.0043092966
499,0.8164939,0.81265163,0.104770415,0.0020596385
500,0.8589135,0.80919874,0.10186766,0.003452897
501,0.85207117,0.81744766,0.09806836,0.008248925
502,1.0523425,0.8267808,0.11093805,0.009333134
503,1.1811475,0.8466684,0.13565065,0.019887626
504,1.0212219,0.85727817,0.14075392,0.010609746
505,1.057475,0.8691958,0.147292,0.011917651
506,0.922781,0.88067466,0.14169416,0.011478841
507,1.1144947,0.90650874,0.1343169,0.025834084
508,1.0645342,0.93049365,0.115342505,0.023984909
509,1.0251807,0.93940413,0.11543407,0.008910477
510,0.9208412,0.9446145,0.111898534,0.0052103996
511,0.9569446,0.9525652,0.106444046,0.007950664
512,1.0727377,0.9645254,0.10580222,0.011960208
513,1.3342522,0.98138607,0.13429019,0.016860664
514,1.1860154,0.99475384,0.14086351,0.013367772
515,1.0173678,1.0049338,0.1342995,0.0101799965
516,1.0747685,1.0156523,0.13066222,0.010718465
517,1.0691689,1.025923,0.12608719,0.010270715
518,0.97779006,1.0288271,0.12416621,0.0029040575
519,0.8690427,1.0314546,0.11992,0.002627492
520,0.84185076,1.0306014,0.12126525,0.0008531809
521,1.036066,1.0398012,0.113755055,0.009199858
522,1.1281714,1.0435927,0.11544617,0.0037914515
523,1.2632616,1.0476983,0.12187667,0.004105568
524,1.0585697,1.0495657,0.12173569,0.0018674135
525,0.9757828,1.0454811,0.12282201,0.004084587
526,0.97707504,1.0481958,0.1205462,0.0027147532
527,0.9097809,1.0379602,0.123280615,0.010235667
528,0.9152475,1.0304958,0.12607475,0.007464409
529,0.93906015,1.0261897,0.12772572,0.004306078
530,1.0132293,1.0308092,0.12536395,0.004619479
531,0.86483693,1.0262038,0.12983245,0.0046054125
532,0.8604436,1.015589,0.13442479,0.010614753
533,0.88815624,0.9932842,0.11426499,0.022304773
534,0.9297984,0.9804734,0.10555021,0.012810826
535,0.926623,0.97593623,0.10583081,0.004537165
536,1.0671003,0.97555274,0.10546717,0.00038349628
537,0.9265934,0.968424,0.10360852,0.0071287155
538,1.1376886,0.97641885,0.11032111,0.007994831
539,1.1666197,0.9912977,0.115043074,0.014878869
540,1.0604405,1.0022272,0.110387005,0.010929465
541,1.047788,1.0028133,0.11060703,0.0005861521
542,0.9534741,0.99407846,0.107026346,0.008734882
543,0.9568405,0.9787575,0.08641107,0.015320957
